model_seed,all_time_flow_map_mse,teacher_forced_translation_aligned_rms,free_running_translation_aligned_rms,sampling_failures,passed,attribution
5201,3.9098008187465894e-05,0.11000586196667317,0.22484090924263,0,False,multiscale_semigroup_not_qualified
