step,velocity_mse,endpoint_periodic_rms,coordinate_head_gradient_norm,coordinate_head_output_norm,target_velocity_norm
67,0.00854363664984703,0.02812308445572853,0.015102517791092396,0.7246159315109253,0.8328659534454346
68,0.00829609390348196,0.027712663635611534,0.012345140799880028,0.7360519170761108,0.8328659534454346
69,0.00861203670501709,0.02823544293642044,0.020911142230033875,0.8109479546546936,0.8328659534454346
70,0.008112959563732147,0.027405081316828728,0.014168958179652691,0.7397205829620361,0.8328659534454346
71,0.007801453582942486,0.026873815804719925,0.008137937635183334,0.7562617063522339,0.8328659534454346
72,0.008150327019393444,0.027468137443065643,0.020716290920972824,0.8164985775947571,0.8328659534454346
73,0.008079971186816692,0.02734931744635105,0.019472602754831314,0.7298325300216675,0.8328659534454346
74,0.007469063624739647,0.02629508636891842,0.006703679449856281,0.7871679067611694,0.8328659534454346
75,0.007417152635753155,0.02620355598628521,0.00877118669450283,0.7905837297439575,0.8328659534454346
76,0.007827011868357658,0.026917802169919014,0.018481900915503502,0.7289005517959595,0.8328659534454346
77,0.00799240730702877,0.027200719341635704,0.028946813195943832,0.8308632373809814,0.8328659534454346
78,0.00795343704521656,0.027134323492646217,0.021513106301426888,0.7231695652008057,0.8328659534454346
79,0.007379037328064442,0.026136144995689392,0.020070858299732208,0.817197859287262,0.8328659534454346
80,0.006926918402314186,0.025322802364826202,0.007299014367163181,0.7641102075576782,0.8328659534454346
81,0.006767309736460447,0.025029361248016357,0.003969490062445402,0.7753226161003113,0.8328659534454346
82,0.006881994660943747,0.02524055726826191,0.014758704230189323,0.8158267140388489,0.8328659534454346
83,0.007112113293260336,0.025659071281552315,0.019183216616511345,0.7468892931938171,0.8328659534454346
84,0.007105441298335791,0.025647038593888283,0.025876563042402267,0.8385653495788574,0.8328659534454346
85,0.006993614137172699,0.02544441446661949,0.020763428881764412,0.7420820593833923,0.8328659534454346
86,0.00656817015260458,0.02465834468603134,0.015728740021586418,0.8152754306793213,0.8328659534454346
87,0.006257966160774231,0.02406899817287922,0.00698216212913394,0.7678274512290955,0.8328659534454346
88,0.006166813895106316,0.023893078789114952,0.00576786370947957,0.7692259550094604,0.8328659534454346
89,0.006255406886339188,0.024064091965556145,0.013058396987617016,0.8053577542304993,0.8328659534454346
90,0.006421893835067749,0.0243822131305933,0.018059691414237022,0.7424700260162354,0.8328659534454346
91,0.006461898796260357,0.024458041414618492,0.02439192496240139,0.8303765654563904,0.8328659534454346
92,0.00654534762725234,0.024615464732050896,0.022055653855204582,0.7384088635444641,0.8328659534454346
93,0.0063629597425460815,0.024270085617899895,0.025505101308226585,0.8363082408905029,0.8328659534454346
94,0.006232713349163532,0.024020392447710037,0.020272482186555862,0.746652364730835,0.8328659534454346
95,0.005926629062741995,0.02342316508293152,0.0167301706969738,0.821499764919281,0.8328659534454346
96,0.005690730642527342,0.02295227162539959,0.012039544992148876,0.7652602791786194,0.8328659534454346
97,0.005507884081453085,0.022580523043870926,0.003145023947581649,0.7948086857795715,0.8328659534454346
98,0.005417634733021259,0.022394761443138123,0.0014061882393434644,0.7884877324104309,0.8328659534454346
99,0.0054018450900912285,0.022362111136317253,0.008656365796923637,0.7716808319091797,0.8328659534454346
100,0.005444335751235485,0.022449878975749016,0.011720353737473488,0.8110747933387756,0.8328659534454346
101,0.005611291155219078,0.022791504859924316,0.018190445378422737,0.7517688274383545,0.8328659534454346
102,0.0058972835540771484,0.023365097120404243,0.028264597058296204,0.8414551019668579,0.8328659534454346
103,0.006759702228009701,0.025015277788043022,0.031978581100702286,0.7214914560317993,0.8328659534454346
104,0.007178350351750851,0.025778286159038544,0.0514160618185997,0.8791869282722473,0.8328659534454346
105,0.007849420420825481,0.02695630118250847,0.039831798523664474,0.7004178762435913,0.8328659534454346
106,0.005626717582345009,0.02282281219959259,0.024196509271860123,0.8252038955688477,0.8328659534454346
107,0.00501716835424304,0.02155117504298687,0.007579422555863857,0.7907266020774841,0.8328659534454346
108,0.006097940728068352,0.023759271949529648,0.03076593019068241,0.7186524271965027,0.8328659534454346
109,0.005542007740586996,0.02265036851167679,0.0248342864215374,0.8300607204437256,0.8328659534454346
110,0.004720970522612333,0.02090534009039402,0.0064948564395308495,0.7770095467567444,0.8328659534454346
111,0.005046560429036617,0.021614206954836845,0.0183819942176342,0.7564510107040405,0.8328659534454346
112,0.005242866929620504,0.02203059196472168,0.025410059839487076,0.8440186381340027,0.8328659534454346
113,0.004778060130774975,0.02103135921061039,0.013212665915489197,0.7727354168891907,0.8328659534454346
114,0.0044741155579686165,0.02035144343972206,0.003212936455383897,0.7931926846504211,0.8328659534454346
115,0.004804298747330904,0.021089021116495132,0.019950641319155693,0.8365734815597534,0.8328659534454346
116,0.004840579815208912,0.02116851881146431,0.018041284754872322,0.7612591981887817,0.8328659534454346
117,0.004288649186491966,0.01992516592144966,0.005700608249753714,0.8051353096961975,0.8328659534454346
118,0.0043338751420378685,0.020029950886964798,0.010099602863192558,0.8127012252807617,0.8328659534454346
119,0.004550643730908632,0.02052474580705166,0.018841935321688652,0.757433295249939,0.8328659534454346
120,0.004142784979194403,0.019583387300372124,0.007330829743295908,0.807528555393219,0.8328659534454346
121,0.003997437190264463,0.019236791878938675,0.004617106635123491,0.8034384250640869,0.8328659534454346
122,0.00416837353259325,0.019643768668174744,0.015938621014356613,0.7682570815086365,0.8328659534454346
123,0.003948016092181206,0.01911749504506588,0.011519026011228561,0.8210077285766602,0.8328659534454346
124,0.003673890372738242,0.018441859632730484,0.002353171817958355,0.7980154752731323,0.8328659534454346
125,0.00368245760910213,0.018463341519236565,0.008125336840748787,0.7880626320838928,0.8328659534454346
126,0.003710974007844925,0.018534697592258453,0.01416320912539959,0.828993558883667,0.8328659534454346
127,0.0035453352611511946,0.018116338178515434,0.010307639837265015,0.7852942943572998,0.8328659534454346
128,0.003289909800514579,0.017451530322432518,0.0034436206333339214,0.808772087097168,0.8328659534454346
129,0.00320485420525074,0.01722446084022522,0.004894944839179516,0.8112230896949768,0.8328659534454346
130,0.0032147252932190895,0.017250966280698776,0.0116191441193223,0.7828464508056641,0.8328659534454346
131,0.003101681126281619,0.016944950446486473,0.010118487291038036,0.819913923740387,0.8328659534454346
132,0.002897974569350481,0.01637904904782772,0.008435088209807873,0.7882022261619568,0.8328659534454346
133,0.0027109594084322453,0.01584174856543541,0.003076663240790367,0.8029382228851318,0.8328659534454346
134,0.0026155447121709585,0.015560471452772617,0.005405559204518795,0.8115689158439636,0.8328659534454346
135,0.0025683336425572634,0.015419392846524715,0.009032019414007664,0.7913814187049866,0.8328659534454346
136,0.0024900571443140507,0.015182613395154476,0.01163906417787075,0.8291093707084656,0.8328659534454346
137,0.002386585809290409,0.01486380584537983,0.011234356090426445,0.7938859462738037,0.8328659534454346
138,0.002226881217211485,0.014357875101268291,0.011187046766281128,0.8324331045150757,0.8328659534454346
139,0.0020681247115135193,0.013836613856256008,0.009656068868935108,0.7977764010429382,0.8328659534454346
140,0.0018966102506965399,0.01325045432895422,0.00836871936917305,0.8252694606781006,0.8328659534454346
141,0.0017407429404556751,0.012694300152361393,0.007319712080061436,0.7989747524261475,0.8328659534454346
142,0.0015913806855678558,0.012137474492192268,0.0057430509477853775,0.8185988068580627,0.8328659534454346
143,0.0014531651977449656,0.011598424054682255,0.005855162627995014,0.8037393689155579,0.8328659534454346
144,0.0013239835388958454,0.01107089128345251,0.003765060566365719,0.8192447423934937,0.8328659534454346
145,0.001203424297273159,0.010554819367825985,0.005109026562422514,0.8088001012802124,0.8328659534454346
146,0.001093781553208828,0.010062518529593945,0.004219047725200653,0.8227285742759705,0.8328659534454346
147,0.00100193009711802,0.009630745276808739,0.005913057364523411,0.809330403804779,0.8328659534454346
148,0.000940186670050025,0.009329293854534626,0.007647911552339792,0.8323820233345032,0.8328659534454346
149,0.0009547128574922681,0.009401083923876286,0.011728608049452305,0.8055660128593445,0.8328659534454346
150,0.0011188791831955314,0.010177312418818474,0.018669772893190384,0.8525033593177795,0.8328659534454346
151,0.001744299428537488,0.012707261368632317,0.026645364239811897,0.7872210144996643,0.8328659534454346
152,0.0026551547925919294,0.015677854418754578,0.04493945091962814,0.8900901079177856,0.8328659534454346
153,0.004489839542657137,0.020387178286910057,0.04579240828752518,0.7681745290756226,0.8328659534454346
154,0.002518161665648222,0.015268053859472275,0.04269514977931976,0.8731885552406311,0.8328659534454346
155,0.0006213379674591124,0.007584121078252792,0.013567104004323483,0.7824903726577759,0.8328659534454346
156,0.0010565845295786858,0.009889934211969376,0.021937454119324684,0.7721542119979858,0.8328659534454346
157,0.001518797012977302,0.011857455596327782,0.02885371260344982,0.8527355790138245,0.8328659534454346
158,0.0005014404305256903,0.006813203450292349,0.013083993457257748,0.7982178330421448,0.8328659534454346
159,0.0006127549568191171,0.007531558629125357,0.015255141071975231,0.8042052984237671,0.8328659534454346
160,0.0010057748295366764,0.00964922085404396,0.023096293210983276,0.864611029624939,0.8328659534454346
161,0.0003222611267119646,0.005461914464831352,0.006867181044071913,0.822845995426178,0.8328659534454346
162,0.0005024347337894142,0.006819950416684151,0.013045926578342915,0.8141047954559326,0.8328659534454346
163,0.0005183135508559644,0.0069268872030079365,0.01579253561794758,0.8510313630104065,0.8328659534454346
164,0.00013783613394480199,0.0035720986779779196,0.002348834415897727,0.8246935606002808,0.8328659534454346
165,0.0004267897456884384,0.006285614799708128,0.01393859088420868,0.8025845885276794,0.8328659534454346
166,0.00015945434279274195,0.0038420213386416435,0.005911287385970354,0.82761150598526,0.8328659534454346
167,0.00020707928342744708,0.004378347657620907,0.00887574627995491,0.8351867198944092,0.8328659534454346
168,0.00023311818949878216,0.00464545376598835,0.011074992828071117,0.8134073615074158,0.8328659534454346
169,4.8042267735581845e-05,0.002108877757564187,0.003012437140569091,0.8297151327133179,0.8328659534454346
170,0.0002457175578456372,0.004769355058670044,0.012004772201180458,0.8550876975059509,0.8328659534454346
171,8.164958853740245e-05,0.002749259816482663,0.00562886381521821,0.8336310982704163,0.8328659534454346
172,0.00011021405225619674,0.003194174962118268,0.007129005156457424,0.8296395540237427,0.8328659534454346
173,0.0001403035712428391,0.0036039273254573345,0.0091062868013978,0.8467609882354736,0.8328659534454346
174,2.3132230126066133e-05,0.0014633546816185117,0.0016777663258835673,0.8316878080368042,0.8328659534454346
175,0.0001283839374082163,0.003447433700785041,0.008365284651517868,0.8173677325248718,0.8328659534454346
176,2.743134245974943e-05,0.0015935449628159404,0.0026238029822707176,0.8320645093917847,0.8328659534454346
177,6.736630166415125e-05,0.0024972574319690466,0.005786011926829815,0.8395000100135803,0.8328659534454346
178,5.4468269809149206e-05,0.0022454920690506697,0.005674750078469515,0.8265928626060486,0.8328659534454346
179,2.0364775991765782e-05,0.0013730262871831656,0.0029039776418358088,0.8324650526046753,0.8328659534454346
180,7.409864338114858e-05,0.002619075123220682,0.006943738553673029,0.8463286757469177,0.8328659534454346
181,9.428180419490673e-06,0.0009342442499473691,0.000726326135918498,0.8350724577903748,0.8328659534454346
182,5.472692646435462e-05,0.0022508236579596996,0.004718100652098656,0.8264961242675781,0.8328659534454346
183,2.2701078705722466e-05,0.0014496699441224337,0.00316881132312119,0.8348581790924072,0.8328659534454346
184,3.327814192743972e-05,0.0017551931086927652,0.0038124569691717625,0.8341313600540161,0.8328659534454346
185,3.81652862415649e-05,0.0018796366639435291,0.004171173088252544,0.8229540586471558,0.8328659534454346
186,1.4272012776928023e-05,0.0011494290083646774,0.001991853816434741,0.8271240592002869,0.8328659534454346
187,3.9565849874634296e-05,0.0019138295901939273,0.004098610021173954,0.837713897228241,0.8328659534454346
188,9.504784429736901e-06,0.0009380272822454572,0.0008325630915351212,0.8331420421600342,0.8328659534454346
189,3.0585419153794646e-05,0.0016826714854687452,0.0036509998608380556,0.8306637406349182,0.8328659534454346
190,1.4813620509812608e-05,0.00117104547098279,0.0023847997654229403,0.8387216925621033,0.8328659534454346
191,1.5135155081225093e-05,0.0011836924823001027,0.0026153218932449818,0.8381654024124146,0.8328659534454346
192,2.1557996660703793e-05,0.0014126889873296022,0.002634312491863966,0.8298491835594177,0.8328659534454346
193,7.649133294762578e-06,0.0008414797484874725,0.000635947217233479,0.832079291343689,0.8328659534454346
194,2.1177635062485933e-05,0.0014001685194671154,0.003178502433001995,0.8372183442115784,0.8328659534454346
195,6.220501290954417e-06,0.0007588411099277437,0.0009410891216248274,0.8325156569480896,0.8328659534454346
196,1.3085914360999595e-05,0.0011006409768015146,0.00242555420845747,0.8315588235855103,0.8328659534454346
197,1.0184461643802933e-05,0.0009709863224998116,0.0019174802582710981,0.8377175331115723,0.8328659534454346
198,5.699731900676852e-06,0.0007263935403898358,0.0012344125425443053,0.8365374207496643,0.8328659534454346
199,1.1244868801441044e-05,0.001020275056362152,0.002207643585279584,0.8314003944396973,0.8328659534454346
200,2.337668774998747e-06,0.00046520368778146803,0.0002907307352870703,0.8336058855056763,0.8328659534454346
201,9.016019248520024e-06,0.0009135929867625237,0.0021127411164343357,0.8354222774505615,0.8328659534454346
202,4.345369234215468e-06,0.0006342409178614616,0.0010480788769200444,0.83070969581604,0.8328659534454346
203,4.829525551031111e-06,0.0006686448468826711,0.001300945645198226,0.8302797079086304,0.8328659534454346
204,5.864410468348069e-06,0.0007368186488747597,0.0015027964254841208,0.8343952298164368,0.8328659534454346
205,1.8819534943759209e-06,0.0004174064379185438,0.00029259457369334996,0.8331295847892761,0.8328659534454346
206,5.942722054896876e-06,0.000741700641810894,0.001747448812238872,0.8308820128440857,0.8328659534454346
207,1.765653792062949e-06,0.000404298712965101,0.00043727419688366354,0.8338406085968018,0.8328659534454346
208,3.3532694487803383e-06,0.0005571565707214177,0.0011214108671993017,0.8346889615058899,0.8328659534454346
209,2.5846911739790812e-06,0.0004891540156677365,0.001072952407412231,0.8312513828277588,0.8328659534454346
210,1.125153630709974e-06,0.0003227363631594926,0.0005184095934964716,0.8316504955291748,0.8328659534454346
211,3.1452325401915004e-06,0.0005395947955548763,0.0013073381269350648,0.8340020775794983,0.8328659534454346
212,4.2735155147966e-07,0.0001988815638469532,0.00022068562975618988,0.8322587609291077,0.8328659534454346
213,1.8880275547417114e-06,0.00041806051740422845,0.0010036011226475239,0.8316017985343933,0.8328659534454346
214,1.1332156191201648e-06,0.00032388963154517114,0.0007134403567761183,0.834330141544342,0.8328659534454346
215,6.381803814292653e-07,0.0002430664171697572,0.0004745642945636064,0.834096372127533,0.8328659534454346
216,1.6999283616314642e-06,0.0003966813092119992,0.0009962323820218444,0.8320331573486328,0.8328659534454346
217,1.2039365060445562e-07,0.0001055663960869424,0.0001483378146076575,0.8331986665725708,0.8328659534454346
218,1.1390532108634943e-06,0.0003247198765166104,0.0008332982542924583,0.8338919878005981,0.8328659534454346
219,7.145093832150451e-07,0.0002571744844317436,0.0005074808141216636,0.8319576978683472,0.8328659534454346
220,4.0720402694205404e-07,0.0001941413211170584,0.00030029279878363013,0.8323090076446533,0.8328659534454346
221,1.0708970421546837e-06,0.00031486799707636237,0.0008222439209930599,0.8339691758155823,0.8328659534454346
222,1.7203950619659736e-07,0.00012619770132005215,8.679640450282022e-05,0.8329216241836548,0.8328659534454346
223,7.773305696900934e-07,0.00026825154782272875,0.0005669884849339724,0.8323332071304321,0.8328659534454346
224,5.981149229228322e-07,0.00023532462364528328,0.0004749083600472659,0.8337060809135437,0.8328659534454346
225,2.8103698923587217e-07,0.0001613062631804496,0.00020997186948079616,0.8331838846206665,0.8328659534454346
226,7.229003813336021e-07,0.0002586913469713181,0.0006111516850069165,0.8318537473678589,0.8328659534454346
227,2.008422796961895e-07,0.0001363588380627334,0.00016659512766636908,0.8326614499092102,0.8328659534454346
228,4.571422778099077e-07,0.00020572500943671912,0.00043166911927983165,0.832960307598114,0.8328659534454346
229,4.288443733457825e-07,0.00019924128719139844,0.0004178357485216111,0.8319226503372192,0.8328659534454346
230,1.2848329333792208e-07,0.0001090515434043482,0.00011420757073210552,0.8325457572937012,0.8328659534454346
231,4.333395224875858e-07,0.00020028356811963022,0.0004372393887024373,0.8335065841674805,0.8328659534454346
232,1.6889872256342642e-07,0.00012503187463153154,0.00023386139946524054,0.8327215909957886,0.8328659534454346
233,2.100149174566468e-07,0.0001394267164869234,0.00030261691426858306,0.8325901031494141,0.8328659534454346
234,2.9771709364467824e-07,0.00016601401148363948,0.0003349542967043817,0.8333057165145874,0.8328659534454346
235,6.854203604689246e-08,7.964278483996168e-05,6.1525781347882e-05,0.8326613306999207,0.8328659534454346
236,2.4233543172158534e-07,0.00014976217062212527,0.00032759879832156,0.8322004079818726,0.8328659534454346
237,1.577883921299872e-07,0.00012086235801689327,0.00024768273578956723,0.8330194354057312,0.8328659534454346
238,8.124115424834599e-08,8.671377872815356e-05,0.0001456111785955727,0.8330020904541016,0.8328659534454346
239,1.9895054492735653e-07,0.00013571059389505535,0.0002739089832175523,0.8325511813163757,0.8328659534454346
240,6.604591362702195e-08,7.818470476195216e-05,0.000125166930956766,0.8331493139266968,0.8328659534454346
241,1.0997852939453878e-07,0.00010089858551509678,0.0002042667183559388,0.8332437872886658,0.8328659534454346
242,1.3034312473791942e-07,0.0001098429347621277,0.00024222616048064083,0.832561194896698,0.8328659534454346
243,3.0207342405219606e-08,5.2879575378028676e-05,3.18140082526952e-05,0.8327564001083374,0.8328659534454346
244,1.0560341934251483e-07,9.887218766380101e-05,0.00019598037761170417,0.8329650163650513,0.8328659534454346
245,6.638401828240603e-08,7.83813520683907e-05,0.00017815179307945073,0.8324376344680786,0.8328659534454346
246,2.7255296686234942e-08,5.022242839913815e-05,9.018368291435763e-05,0.8326062560081482,0.8328659534454346
247,7.840667848313387e-08,8.519737457390875e-05,0.00019879189494531602,0.8330895900726318,0.8328659534454346
248,2.187421443977655e-08,4.498917769524269e-05,8.454744966002181e-05,0.8328102827072144,0.8328659534454346
249,3.123152936268525e-08,5.375855471356772e-05,0.00012067589705111459,0.832820475101471,0.8328659534454346
250,5.2115353810222587e-08,6.946362555027008e-05,0.00015959254233166575,0.8331741094589233,0.8328659534454346
251,4.190187308239501e-09,1.968510332517326e-05,3.986326919402927e-05,0.8328306078910828,0.8328659534454346
252,3.076288024317364e-08,5.335676542017609e-05,0.0001407718227710575,0.8326095342636108,0.8328659534454346
253,3.103352952393834e-08,5.360683280741796e-05,0.00011773597361752763,0.8329213261604309,0.8328659534454346
254,4.04840738710277e-09,1.9363076717127115e-05,2.3679949663346633e-05,0.832801342010498,0.8328659534454346
255,2.8889235892393117e-08,5.171384691493586e-05,0.00012353637430351228,0.8326860666275024,0.8328659534454346
256,1.624789547349792e-08,3.878803181578405e-05,9.769708412932232e-05,0.8330525755882263,0.8328659534454346
257,7.103816201947666e-09,2.5641891625127755e-05,5.705432340619154e-05,0.8330255746841431,0.8328659534454346
258,2.6313195178317983e-08,4.93564730277285e-05,0.00010015951556852087,0.832809329032898,0.8328659534454346
259,9.52038980983616e-09,2.9698954676860012e-05,7.017785537755117e-05,0.8329998254776001,0.8328659534454346
260,8.490751213230396e-09,2.8043465135851875e-05,6.0109545302111655e-05,0.8329395651817322,0.8328659534454346
261,2.051405623149094e-08,4.357328361948021e-05,9.437235712539405e-05,0.8326965570449829,0.8328659534454346
262,6.382851580610804e-09,2.431921529932879e-05,4.025213638669811e-05,0.8328704237937927,0.8328659534454346
263,8.949739616070929e-09,2.8801685402868316e-05,6.248157296795398e-05,0.8329269289970398,0.8328659534454346
264,1.3914927876612637e-08,3.5876430047210306e-05,7.563307735836133e-05,0.8327794075012207,0.8328659534454346
265,3.409115212349434e-09,1.777421130100265e-05,2.798299101414159e-05,0.8329514861106873,0.8328659534454346
266,8.325489631033633e-09,2.7780712116509676e-05,6.328048038994893e-05,0.8330132365226746,0.8328659534454346
267,9.828994507188327e-09,3.0153194529702887e-05,6.741976540070027e-05,0.8328186273574829,0.8328659534454346
268,1.966919072060591e-09,1.3500936802302022e-05,6.211922027432593e-06,0.8328767418861389,0.8328659534454346
269,6.960907850128706e-09,2.5398943762411363e-05,4.7702986194053665e-05,0.8329010009765625,0.8328659534454346
270,7.367886745157648e-09,2.6111076294910163e-05,6.40760044916533e-05,0.8327409625053406,0.8328659534454346
271,1.869533861054151e-09,1.3157261491869576e-05,8.635833182779606e-06,0.8328368067741394,0.8328659534454346
272,5.538736580490422e-09,2.265423972858116e-05,4.1891998989740387e-05,0.8329355716705322,0.8328659534454346
273,5.0949422458757e-09,2.171338019252289e-05,5.011473331251182e-05,0.8328376412391663,0.8328659534454346
274,1.495813473084695e-09,1.1767849173338618e-05,1.1888991139130667e-05,0.8329100012779236,0.8328659534454346
275,4.308053469515016e-09,1.9969487766502425e-05,4.5813063479727134e-05,0.8329617381095886,0.8328659534454346
276,3.4915799140833315e-09,1.7968272004509345e-05,3.572754576453008e-05,0.8328301906585693,0.8328659534454346
277,9.405879408674878e-10,9.325028258899692e-06,3.5836262668453855e-06,0.8328596353530884,0.8328659534454346
278,3.250692159895152e-09,1.7353520888718776e-05,3.805733649642207e-05,0.8329028487205505,0.8328659534454346
279,2.6203001990410257e-09,1.5564299246761948e-05,3.2838041079230607e-05,0.8328086733818054,0.8328659534454346
280,5.813968750878473e-10,7.331381311814766e-06,2.5279971396230394e-06,0.8328633904457092,0.8328659534454346
281,2.2051820369739517e-09,1.4287369594967458e-05,3.3703341614454985e-05,0.8329229950904846,0.8328659534454346
