step,path_nll,gradient_norm
1.0,4.331039905548096,20.855026245117188
25.0,2.536071538925171,7.610612869262695
50.0,2.2099289894104004,4.2144880294799805
75.0,2.14039945602417,3.943598508834839
100.0,2.0365424156188965,1.8560428619384766
125.0,2.0875494480133057,1.8399113416671753
150.0,2.322690010070801,2.75602126121521
175.0,2.044585943222046,2.1737020015716553
200.0,2.1047582626342773,1.849229335784912
225.0,2.136197805404663,1.291658878326416
250.0,2.126432180404663,1.1220937967300415
275.0,2.0582520961761475,1.3450566530227661
300.0,2.1004977226257324,1.496351718902588
325.0,2.0762195587158203,1.0098201036453247
350.0,1.9748377799987793,0.6705244779586792
375.0,2.086674928665161,1.840136170387268
400.0,2.1043620109558105,2.784092903137207
425.0,1.9992362260818481,1.243051528930664
450.0,1.4308024644851685,4.706449508666992
475.0,1.1570837497711182,5.36244010925293
500.0,1.1985900402069092,2.518522262573242
525.0,1.0047743320465088,3.6493563652038574
550.0,1.0247843265533447,2.3853142261505127
575.0,0.8435714840888977,3.7739081382751465
600.0,0.9141690135002136,2.5088095664978027
625.0,0.9207925200462341,4.402317047119141
650.0,0.8981475830078125,4.146457672119141
675.0,0.771517276763916,2.000730514526367
700.0,0.8674705028533936,1.921362042427063
725.0,0.9722914099693298,1.749151349067688
750.0,0.8493350148200989,1.0956588983535767
775.0,0.8642436861991882,1.1620792150497437
800.0,0.9235807657241821,1.9315993785858154
825.0,0.8958126306533813,1.0035781860351562
850.0,0.844341516494751,5.46596622467041
875.0,0.9880275130271912,1.060558795928955
900.0,0.9084347486495972,0.6568060517311096
925.0,0.9253021478652954,0.3669525682926178
950.0,0.8813695311546326,1.1556254625320435
975.0,0.8074222207069397,0.640949547290802
1000.0,0.9160712361335754,0.2568827271461487
1025.0,0.8469523787498474,0.2964826226234436
1050.0,0.8010278940200806,0.3068070411682129
1075.0,0.8162603378295898,0.5121890902519226
1100.0,0.7661823034286499,0.3232792913913727
1125.0,0.8448197841644287,0.20216643810272217
1150.0,0.8624911308288574,0.3668878972530365
1175.0,0.8257064819335938,0.5253972411155701
1200.0,0.8576754927635193,0.4150700867176056
1225.0,0.8490610122680664,0.34763845801353455
1250.0,0.7821565866470337,0.20346172153949738
1275.0,0.8276211619377136,0.26686814427375793
1300.0,0.8325187563896179,0.12241490930318832
1325.0,0.8564408421516418,0.25741809606552124
1350.0,0.855709433555603,0.25977009534835815
1375.0,0.8781827688217163,0.2107560932636261
1400.0,0.9049607515335083,0.18227864801883698
1425.0,0.9455177783966064,0.40273261070251465
1450.0,0.7674025297164917,0.13375331461429596
1475.0,0.9043794274330139,0.3868918716907501
1500.0,0.8166736364364624,0.20103269815444946
1525.0,0.8213427662849426,0.36544498801231384
1550.0,0.9165042638778687,0.3515651822090149
1575.0,0.9430729150772095,0.18116724491119385
1600.0,0.845547080039978,0.10169903188943863
1625.0,0.9177728891372681,0.8087525963783264
1650.0,0.8236640095710754,0.3586530089378357
1675.0,0.8058292865753174,0.395872563123703
1700.0,0.8967456817626953,0.2108941674232483
1725.0,0.7970060110092163,0.23557251691818237
1750.0,0.9062583446502686,0.263175368309021
1775.0,0.7716599106788635,0.3847562074661255
1800.0,0.7697443962097168,0.27767089009284973
1825.0,0.8715766668319702,0.17699529230594635
1850.0,0.8500193357467651,0.11549925804138184
1875.0,0.8170249462127686,0.39548203349113464
1900.0,0.8125249743461609,0.06784545630216599
1925.0,0.8836861252784729,0.21966280043125153
1950.0,0.9264811277389526,0.11058074980974197
1975.0,0.8960762023925781,0.24450626969337463
2000.0,0.9709547162055969,0.38727056980133057
