time,mean_periodic_rms_angstrom,median_periodic_rms_angstrom,p95_periodic_rms_angstrom
0.4,0.17614885031071026,0.17098760604858398,0.344280444085598
0.5,0.3454705555777764,0.3210018575191498,0.7030928283929825
0.6,0.6543740642518969,0.6531887650489807,1.2201979458332062
