method,time,target_left,target_right,alignment_frame_jsd,automorphism_792_jsd,aligned_token_rms
orbit_alignment,0.75,6,7,0.0036529330536723137,0.025147313252091408,0.13048352301120758
orbit_alignment,0.875,0,1,0.023534420877695084,0.07093162834644318,0.4698944687843323
orbit_alignment,0.875,0,2,0.0052122254855930805,0.0007619211683049798,0.03914696350693703
orbit_alignment,0.875,0,3,0.10130524635314941,4.286628245608881e-05,0.1461368203163147
orbit_alignment,0.875,0,4,0.2844192087650299,0.009534657932817936,0.3555260896682739
orbit_alignment,0.875,0,5,0.003679807996377349,0.037352655082941055,0.20028914511203766
orbit_alignment,0.875,0,6,0.0069230059161782265,0.04239005595445633,0.26525214314460754
orbit_alignment,0.875,0,7,0.02588691934943199,0.06796953082084656,0.40780696272850037
orbit_alignment,0.875,1,2,0.03160086274147034,0.06928494572639465,0.43903207778930664
orbit_alignment,0.875,1,3,0.1219027191400528,0.07074999809265137,0.427173912525177
orbit_alignment,0.875,1,4,0.3038064241409302,0.06725914031267166,0.33870217204093933
orbit_alignment,0.875,1,5,0.03217863291501999,0.0701761543750763,0.3315381109714508
orbit_alignment,0.875,1,6,0.03497172147035599,0.0662211999297142,0.2987048327922821
orbit_alignment,0.875,1,7,0.05042651668190956,0.04429635405540466,0.2901635766029358
orbit_alignment,0.875,2,3,0.06499746441841125,0.000763750693295151,0.12643402814865112
orbit_alignment,0.875,2,4,0.34743747115135193,0.00686480849981308,0.3258259892463684
orbit_alignment,0.875,2,5,0.010836407542228699,0.03362901508808136,0.17128559947013855
orbit_alignment,0.875,2,6,0.013538051396608353,0.038541775196790695,0.23493953049182892
orbit_alignment,0.875,2,7,0.028345726430416107,0.0639883354306221,0.3765442371368408
orbit_alignment,0.875,3,4,0.5804822444915771,0.009232149459421635,0.23815888166427612
orbit_alignment,0.875,3,5,0.12131309509277344,0.03686462715268135,0.22315949201583862
orbit_alignment,0.875,3,6,0.12447218596935272,0.04178447648882866,0.26944366097450256
orbit_alignment,0.875,3,7,0.1268962174654007,0.06733435392379761,0.38105809688568115
orbit_alignment,0.875,4,5,0.2817312180995941,0.017431650310754776,0.30069029331207275
orbit_alignment,0.875,4,6,0.29239368438720703,0.021324073895812035,0.29915207624435425
orbit_alignment,0.875,4,7,0.3411020040512085,0.04751737415790558,0.3321678638458252
orbit_alignment,0.875,5,6,0.000977199524641037,0.003331197192892432,0.06885598599910736
orbit_alignment,0.875,5,7,0.017083629965782166,0.028010979294776917,0.23127801716327667
orbit_alignment,0.875,6,7,0.010357361286878586,0.021870259195566177,0.166295126080513
