variant,state_head,terminal_pairwise_rms,peak_pairwise_rms,terminal_over_peak,finite,retained_at_90pct_peak,checkpoint_step
residual_counterfactual_dropout,type_logit,0.06838387856259942,0.06838387856259942,1.0,True,True,800
residual_counterfactual_dropout,fractional_coordinate,0.025987922796048224,0.025987922796048224,1.0,True,True,800
residual_counterfactual_dropout,lattice_log,0.30401333208595005,0.30401333208595005,1.0,True,True,800
