variant,state_head,terminal_pairwise_rms,peak_pairwise_rms,terminal_over_peak,finite,retained_at_90pct_peak,checkpoint_step
original_injection,type_logit,0.09140703534441334,0.09140703534441334,1.0,True,True,800
original_injection,fractional_coordinate,0.01951338258472138,0.01951338258472138,1.0,True,True,800
original_injection,lattice_log,0.3436100709119013,0.3436100709119013,1.0,True,True,800
