method,time,target,own_velocity_error,shuffled_velocity_error,own_target_margin,own_target_win,condition_velocity_shift_rms,checkpoint_step
residual_field,1.0,6,3.527252435684204,3.5204782485961914,-0.006774187088012695,False,0.022340653464198112,400
residual_field,1.0,7,2.5431594848632812,2.563896894454956,0.020737409591674805,True,0.03490800783038139,400
residual_field,0.0,0,2.245958089828491,2.3669490814208984,0.12099099159240723,True,0.26181015372276306,800
residual_field,0.0,1,1.485830545425415,1.3301730155944824,-0.15565752983093262,False,0.32067617774009705,800
residual_field,0.0,2,3.851928949356079,4.370110034942627,0.5181810855865479,True,0.35622939467430115,800
residual_field,0.0,3,2.2181577682495117,2.156572103500366,-0.06158566474914551,False,0.0450754351913929,800
residual_field,0.0,4,1.488304853439331,1.4920694828033447,0.003764629364013672,True,0.047762732952833176,800
residual_field,0.0,5,1.0766441822052002,0.9653777480125427,-0.11126643419265747,False,0.16349337995052338,800
residual_field,0.0,6,2.090698719024658,2.079257011413574,-0.011441707611083984,False,0.022787686437368393,800
residual_field,0.0,7,2.035788059234619,2.032322406768799,-0.0034656524658203125,False,0.03535531461238861,800
residual_field,0.125,0,1.001747488975525,1.3649401664733887,0.36319267749786377,True,0.40217190980911255,800
residual_field,0.125,1,1.6721866130828857,1.1259510517120361,-0.5462355613708496,False,0.7625772953033447,800
residual_field,0.125,2,2.0852837562561035,2.6823554039001465,0.597071647644043,True,0.8354144096374512,800
residual_field,0.125,3,2.3847100734710693,2.3649938106536865,-0.019716262817382812,False,0.11164699494838715,800
residual_field,0.125,4,2.269505262374878,2.2535781860351562,-0.01592707633972168,False,0.12322220206260681,800
residual_field,0.125,5,1.7553178071975708,2.0954856872558594,0.3401678800582886,True,0.3851254880428314,800
residual_field,0.125,6,1.825446367263794,1.8043880462646484,-0.021058320999145508,False,0.04269115626811981,800
residual_field,0.125,7,2.254340887069702,2.3728675842285156,0.11852669715881348,True,0.06305569410324097,800
residual_field,0.25,0,0.8972759246826172,0.7740802764892578,-0.12319564819335938,False,0.4818117320537567,800
residual_field,0.25,1,1.0275678634643555,2.4678571224212646,1.4402892589569092,True,1.0850696563720703,800
residual_field,0.25,2,1.4549609422683716,2.503293991088867,1.0483330488204956,True,1.1921898126602173,800
residual_field,0.25,3,0.8688696026802063,0.8592085838317871,-0.00966101884841919,False,0.14341223239898682,800
residual_field,0.25,4,1.706631064414978,1.606832504272461,-0.09979856014251709,False,0.12979432940483093,800
residual_field,0.25,5,0.7667269706726074,1.018808364868164,0.25208139419555664,True,0.5143784284591675,800
residual_field,0.25,6,1.90464448928833,1.8783810138702393,-0.02626347541809082,False,0.0683700442314148,800
residual_field,0.25,7,1.949509859085083,1.9728574752807617,0.02334761619567871,True,0.091433085501194,800
residual_field,0.375,0,1.9795377254486084,2.835625171661377,0.8560874462127686,True,0.6995779275894165,800
residual_field,0.375,1,1.4625059366226196,3.3242135047912598,1.8617075681686401,True,1.3187041282653809,800
residual_field,0.375,2,1.0788185596466064,2.2241225242614746,1.1453039646148682,True,1.3394556045532227,800
residual_field,0.375,3,1.1729681491851807,1.1883727312088013,0.015404582023620605,True,0.14473390579223633,800
residual_field,0.375,4,1.0675523281097412,1.1868191957473755,0.11926686763763428,True,0.16355395317077637,800
residual_field,0.375,5,1.6192681789398193,1.5939702987670898,-0.025297880172729492,False,0.6438688039779663,800
residual_field,0.375,6,1.0277401208877563,0.9695696830749512,-0.058170437812805176,False,0.09327603876590729,800
residual_field,0.375,7,1.0657891035079956,1.0737755298614502,0.00798642635345459,True,0.08687666058540344,800
residual_field,0.5,0,1.8935465812683105,1.9741628170013428,0.08061623573303223,True,0.7265709638595581,800
residual_field,0.5,1,2.7671055793762207,2.630876064300537,-0.1362295150756836,False,1.3780962228775024,800
residual_field,0.5,2,0.8551501035690308,2.915313243865967,2.0601630210876465,True,1.428020715713501,800
residual_field,0.5,3,2.258690357208252,2.038728713989258,-0.21996164321899414,False,0.17420975863933563,800
residual_field,0.5,4,2.208674669265747,2.1267035007476807,-0.0819711685180664,False,0.20016655325889587,800
residual_field,0.5,5,1.7075304985046387,2.7845072746276855,1.0769767761230469,True,0.6821664571762085,800
residual_field,0.5,6,1.2311561107635498,1.2347962856292725,0.0036401748657226562,True,0.08372778445482254,800
residual_field,0.5,7,1.4313161373138428,1.5025140047073364,0.07119786739349365,True,0.13476726412773132,800
residual_field,0.625,0,2.318613052368164,1.6233527660369873,-0.6952602863311768,False,0.6717119216918945,800
residual_field,0.625,1,1.572453260421753,2.926370620727539,1.3539173603057861,True,1.3091685771942139,800
residual_field,0.625,2,1.0848989486694336,2.4681925773620605,1.383293628692627,True,1.3918217420578003,800
residual_field,0.625,3,1.5976468324661255,1.4894020557403564,-0.10824477672576904,False,0.16030845046043396,800
residual_field,0.625,4,1.7327109575271606,1.7164900302886963,-0.016220927238464355,False,0.1523701250553131,800
residual_field,0.625,5,1.66450834274292,2.42354154586792,0.759033203125,True,0.6643653512001038,800
residual_field,0.625,6,1.4906153678894043,1.4519826173782349,-0.038632750511169434,False,0.0816756933927536,800
residual_field,0.625,7,1.6725250482559204,1.6774111986160278,0.004886150360107422,True,0.1018785834312439,800
residual_field,0.75,0,1.4160137176513672,1.8296008110046387,0.4135870933532715,True,0.708263635635376,800
residual_field,0.75,1,0.9924449920654297,1.5375080108642578,0.5450630187988281,True,1.1044671535491943,800
residual_field,0.75,2,1.9576137065887451,3.9771695137023926,2.0195558071136475,True,1.1690624952316284,800
residual_field,0.75,3,1.8026292324066162,1.8104697465896606,0.007840514183044434,True,0.15602706372737885,800
residual_field,0.75,4,1.9966630935668945,1.9577710628509521,-0.03889203071594238,False,0.15506766736507416,800
residual_field,0.75,5,3.120500087738037,2.8966541290283203,-0.2238459587097168,False,0.5370646715164185,800
