time,representation,pair_count,distance_threshold,near_pair_count,collision_count,max_target_lipschitz_ratio,median_target_lipschitz_ratio
0.59375,universal_cover_X,2016,0.3337694962448894,21,0,3.426512674094991,3.42651267409499
0.59375,wrapped_torus,2016,0.5534759662113299,21,0,1.2254362897828386,1.017735178946811
0.59375,production_input,2016,0.5710644603574959,21,0,1.891910230066755,1.1863760895015978
0.625,universal_cover_X,2016,0.31194269837442523,21,0,3.7514915768177484,3.751491576817747
0.625,wrapped_torus,2016,0.5485074955823984,21,0,1.2402083650457392,1.0306690681160757
0.625,production_input,2016,0.5215316657200624,21,0,1.9585915605036377,1.253252231592574
0.65625,universal_cover_X,2016,0.2904228914853479,21,0,4.138419466797261,4.1384194667972585
0.65625,wrapped_torus,2016,0.5436962102308935,21,0,1.2546155556731249,1.0436290912047002
0.65625,production_input,2016,0.49751977949703774,21,0,2.124827647823739,1.3299998417120267
0.6875,universal_cover_X,2016,0.269652684702184,21,0,4.598818510338676,4.598818510338672
0.6875,wrapped_torus,2016,0.5382551899358239,21,0,1.2704838443872972,1.0577389382525215
0.6875,production_input,2016,0.4765767137940792,21,0,2.2486051611786455,1.3388338279522318
0.71875,universal_cover_X,2016,0.24885708367789267,21,0,5.164136947959485,5.164136947959482
0.71875,wrapped_torus,2016,0.5326997011763305,21,0,1.2861599417360383,1.0716215683127206
0.71875,production_input,2016,0.4513125261552656,21,0,2.3400066624525913,1.400262619355742
0.75,universal_cover_X,2016,0.22855443055141736,21,0,5.8727430709637956,5.872743070963794
0.75,wrapped_torus,2016,0.5280455242981489,21,0,1.2996738878163732,1.0836314512365188
0.75,production_input,2016,0.4243044525812264,21,0,2.397113436518484,1.5217580650989797
0.78125,universal_cover_X,2016,0.20860175945557463,21,0,6.7905050520750025,6.790505052074995
0.78125,wrapped_torus,2016,0.5243976627565953,21,0,1.3097109626538292,1.0931813008913038
0.78125,production_input,2016,0.3926881408667052,21,0,2.1310873567946715,1.5964769492948558
0.8125,universal_cover_X,2016,0.18904517522974484,21,0,8.021579484120128,8.021579484120123
0.8125,wrapped_torus,2016,0.5202754358666997,21,0,1.3203446929205118,1.1021178406985146
0.8125,production_input,2016,0.38384469005578437,21,0,2.3957749034842295,1.7271403809639176
0.84375,universal_cover_X,2016,0.1701406576785033,21,0,9.740968447224697,9.74096844722469
0.84375,wrapped_torus,2016,0.5165573291341822,21,0,1.3300675550758954,1.1107278426340097
0.84375,production_input,2016,0.41888734590715293,21,0,2.1320098357015973,1.5305013667304443
0.875,universal_cover_X,2016,0.15157395276603647,21,21,12.335957726935824,12.335957726935812
0.875,wrapped_torus,2016,0.5144737910569654,21,0,1.3354897821265888,1.1156613304530387
0.875,production_input,2016,0.4551373409543556,21,0,2.0028229683448764,1.439683140824775
0.90625,universal_cover_X,2016,0.13333443491716737,21,21,16.678539046226156,16.67853904622613
0.90625,wrapped_torus,2016,0.512838463230456,21,0,1.3397618202630046,1.1195461973544776
0.90625,production_input,2016,0.483044607563627,21,0,1.8876258524827598,1.3301842644405586
0.9375,universal_cover_X,2016,0.11569100822689293,21,21,25.370296801234183,25.370296801234087
0.9375,wrapped_torus,2016,0.5117248231791369,21,0,1.3426870770398804,1.122216688612793
0.9375,production_input,2016,0.4941260736719852,21,0,1.8322446937951473,1.353331740586232
0.96875,universal_cover_X,2016,0.09863880236160451,21,21,51.45813856708233,51.45813856708204
0.96875,wrapped_torus,2016,0.5105436352933305,21,0,1.3457992651688995,1.1249537327505028
0.96875,production_input,2016,0.490076379967422,21,0,1.8643767553604538,1.3778040236491058
1.0,universal_cover_X,2016,0.0821583836257762,21,21,108284705.5434077,81215155.1746787
1.0,wrapped_torus,2016,4.163336342344396e-18,21,21,108284705.5434077,81215155.1746787
1.0,production_input,2016,0.0,2016,2016,158606915.07411483,100000000.0
