time,graphs,top1_accuracy,chance_accuracy,mean_own_vs_best_other_margin,median_own_vs_best_other_margin
0.35,127,0.5354330708661418,0.19685039370078738,0.025900957829073742,0.0013770173826353482
0.425,127,0.5196850393700787,0.19685039370078738,-0.004274209469377445,0.0013538976074879971
0.5,127,0.3937007874015748,0.19685039370078738,-0.04000146963408476,-0.01843548911807065
0.575,127,0.30708661417322836,0.19685039370078738,-0.10808961829449196,-0.0471311406700603
0.65,127,0.25984251968503935,0.19685039370078738,-0.17524983085683118,-0.060717562675135284
