time,representation,source_left,source_right,representation_distance,target_distance,lift_difference,exact_representation_collision
0.0,wrapped_torus,18,62,2.886104742134655,0.4317317246796379,1.4142135676414527,False
0.0,wrapped_torus,19,44,2.9492640805058463,1.3612871349758628,1.6583123996705702,False
0.0,wrapped_torus,21,35,2.349010592402471,1.045788817710492,2.1794494273290477,False
0.0,wrapped_torus,22,46,2.637741447454503,0.6923084392218394,0.866025427443211,False
0.0,wrapped_torus,25,36,2.9392669376191702,0.9363796549511998,1.2247447862243612,False
0.0,wrapped_torus,26,61,2.847079241210207,0.41405253658690244,1.4142135729098075,False
0.0,wrapped_torus,32,49,2.780782567476758,0.7042238474183449,1.6583123951777035,False
0.0,wrapped_torus,40,47,2.928049377062241,0.8886870728246825,1.2247448044744815,False
0.0,wrapped_torus,45,48,2.8204733361245915,1.242703047042232,1.322875649900186,False
0.0,wrapped_torus,45,50,2.6438167451992944,0.9100430646177182,1.5811387829625816,False
0.0,wrapped_torus,49,54,2.001132111898004,0.7751790340740842,1.5811387829625838,False
0.0,wrapped_torus,52,53,2.4616490579926,1.1138865549776056,1.6583123861919642,False
0.0,wrapped_torus,60,63,2.6519701573849237,1.1696155725084794,1.9364916557901248,False
0.0,production_input,0,27,4.139975860950141,0.8552730214138307,1.5000000161429252,False
0.0,production_input,4,50,4.185620214758033,1.016826102050613,1.9364916423240035,False
0.0,production_input,6,42,3.810434348275145,1.3854102304671405,2.1794494649332163,False
0.0,production_input,9,45,3.3641284604747943,0.7641478380238843,1.322875655532298,False
0.0,production_input,11,49,4.09140635906297,0.6324443555894912,1.6583123974241374,False
0.0,production_input,12,18,4.028877020553322,0.9580100947941433,1.4999999850988408,False
0.0,production_input,12,43,4.257051967496663,0.9276111194373219,1.3228756865088986,False
0.0,production_input,14,23,4.242942271547533,0.7044017126931641,1.2247448379330352,False
0.0,production_input,15,38,4.2467265890740284,1.1567084551434506,1.5811388471657766,False
0.0,production_input,18,43,4.152110672090213,1.0583845044850992,1.8708287013519769,False
0.0,production_input,19,34,4.262495468172199,0.49729521312118535,1.2247448044744838,False
0.0,production_input,25,36,3.5389699592146533,0.9363796549511998,1.2247447862243612,False
0.0,production_input,26,59,4.271518381388379,1.1503873399676703,2.3452078811030668,False
0.0,production_input,31,56,4.200873181745911,0.9363014181453853,1.7320507817593114,False
0.0,production_input,35,54,4.006850266608413,0.6290033325739558,1.3228756104754196,False
0.0,production_input,40,50,4.286412344667946,0.6399774016774504,1.2247448044744798,False
0.0,production_input,43,54,4.02235176321544,1.163987640747074,1.5811388512889162,False
0.0,production_input,44,51,4.125049353777194,0.9841986622329821,1.658312386191963,False
0.0,production_input,49,54,3.495926277453763,0.7751790340740842,1.5811387829625838,False
0.0,production_input,52,53,4.3142120446424,1.1138865549776056,1.6583123861919642,False
0.0,production_input,60,63,3.626086790055383,1.1696155725084794,1.9364916557901248,False
0.03125,universal_cover_X,1,33,0.6045409529262394,1.0089102444051619,0.8660254381972002,False
0.03125,universal_cover_X,1,53,0.5377134071901067,1.220248718329893,1.4999999552965178,False
0.03125,universal_cover_X,5,25,0.5009854442724719,0.5171462470783046,7.146345858599389e-08,False
0.03125,universal_cover_X,5,58,0.551089456508151,0.8837418960068439,0.8660253521653052,False
0.03125,universal_cover_X,7,27,0.5916793462842069,1.2777221400093262,1.6583124007937875,False
0.03125,universal_cover_X,9,44,0.43014041261831176,0.9669695882643794,1.2247448774749656,False
0.03125,universal_cover_X,14,15,0.32588729781444764,0.3363997787961278,6.352138865832771e-08,False
0.03125,universal_cover_X,14,34,0.6061377812411421,0.9057597881151799,1.2247447983911082,False
0.03125,universal_cover_X,15,29,0.5533803683818681,0.6688061324321785,0.8660253736732783,False
0.03125,universal_cover_X,16,29,0.5523750599592462,0.8448795157491398,0.8660254080860349,False
0.03125,universal_cover_X,16,46,0.5430132620003716,0.5605298191984143,4.9421560627171804e-08,False
0.03125,universal_cover_X,16,62,0.5621112228238311,0.9568649560669178,0.8660254209908186,False
0.03125,universal_cover_X,19,43,0.5784601791287047,0.8124582327733996,0.8660254381971986,False
0.03125,universal_cover_X,21,36,0.6150932525396642,0.9304361230679405,1.3228755710506541,False
0.03125,universal_cover_X,22,46,0.45016037483930776,0.6923084392218394,0.866025427443211,False
