model_seed,fixed_source_count,time_grid_count,all_time_grid_endpoint_residual_mse,teacher_forced_translation_aligned_rms,free_running_translation_aligned_rms,sampling_failures,passed,attribution
5201,64,33,0.0011323176963328892,0.03137440463020043,0.175085186958313,0,False,endpoint_residual_fit_failure
