variant,device,chemical_vocabulary_size,internal_mask_index,train_steps,sampler_steps,loss,endpoint_nll,masked_endpoint_nll,revealed_copy_nll,masked_fraction,masked_top1_accuracy,composition_count_nll,total_loss,type_decoded_composition_accuracy,geometry_endpoint_retrieval_accuracy,joint_endpoint_retrieval_accuracy,decoded_atom_type_accuracy,type_endpoint_reconstruction_rms,coordinate_endpoint_reconstruction_rms,lattice_endpoint_reconstruction_rms,graph_composition_exact_accuracy,terminal_mask_count,common_noise_terminal_discrete_difference,sampling_failure_count
absorbing_discrete_flow_with_generated_count_constraint_full_119,cuda,119,119,400,16,0.038910459727048874,0.038910459727048874,0.13286270201206207,0.007593045011162758,0.25,1.0,7.597482908749953e-05,0.038986433297395706,1.0,1.0,1.0,0.40625,0.09207702288404107,0.0,0.0,1.0,0,0.75,0
