model_seed,all_time_flow_map_mse,teacher_forced_translation_aligned_rms,free_running_translation_aligned_rms,sampling_failures,perturbation_first_step_amplification,perturbation_mean_step_amplification,passed,attribution
5201,6.187293422499351e-05,0.12561621785050991,0.2474498599767685,0,1.015383005142212,1.033245800063014,False,contractive_map_not_qualified
