variant,device,chemical_vocabulary_size,internal_mask_index,train_steps,sampler_steps,loss,endpoint_nll,masked_endpoint_nll,revealed_copy_nll,masked_fraction,masked_top1_accuracy,composition_count_nll,total_loss,type_decoded_composition_accuracy,geometry_endpoint_retrieval_accuracy,joint_endpoint_retrieval_accuracy,decoded_atom_type_accuracy,type_endpoint_reconstruction_rms,coordinate_endpoint_reconstruction_rms,lattice_endpoint_reconstruction_rms,graph_composition_exact_accuracy,terminal_mask_count,common_noise_terminal_discrete_difference,sampling_failure_count
absorbing_discrete_flow_with_generated_count_constraint_full_119,cuda,119,119,400,16,0.3677957057952881,0.3677957057952881,0.7313812375068665,0.004210167098790407,0.5,0.5,5.902255361434072e-05,0.3678547143936157,1.0,1.0,1.0,0.59375,0.06441319873556495,0.0,0.0,1.0,0,0.5,0
