step,train_path_nll,gradient_norm
1.0,10.67089557647705,77.79486083984375
25.0,7.116395950317383,11.607491493225098
50.0,7.375323295593262,27.19977569580078
75.0,7.606658935546875,16.897512435913086
100.0,7.437901496887207,50.50988006591797
125.0,5.498964309692383,14.165184020996094
150.0,3.506808280944824,10.885454177856445
175.0,5.17092227935791,15.624397277832031
200.0,6.031479358673096,41.6722412109375
225.0,3.1245827674865723,12.212090492248535
250.0,3.299677848815918,9.99055290222168
275.0,4.246410369873047,25.099056243896484
300.0,4.1821746826171875,12.883913040161133
325.0,3.2107462882995605,15.25845718383789
350.0,3.8079774379730225,16.661479949951172
375.0,2.4432692527770996,9.967909812927246
400.0,3.162015199661255,9.881985664367676
425.0,2.909912109375,10.083630561828613
450.0,2.9143624305725098,7.39967679977417
475.0,2.117311477661133,11.582906723022461
500.0,2.904269218444824,8.085089683532715
525.0,2.7030515670776367,7.566592216491699
550.0,3.543877124786377,9.208402633666992
575.0,3.647057294845581,11.135576248168945
600.0,2.8632924556732178,39.6640625
625.0,2.7232699394226074,10.83929443359375
650.0,2.905569076538086,8.20974063873291
675.0,3.1944997310638428,14.64844036102295
700.0,3.2422499656677246,17.558870315551758
725.0,3.1313767433166504,9.9237060546875
750.0,2.757983684539795,8.338861465454102
775.0,2.9200527667999268,8.437498092651367
800.0,2.8573694229125977,9.848525047302246
825.0,2.9586691856384277,14.481766700744629
850.0,2.6144208908081055,9.89940357208252
875.0,3.6295394897460938,8.318114280700684
900.0,1.969454288482666,3.81476092338562
925.0,2.360602378845215,8.372756004333496
950.0,2.419419765472412,7.334017753601074
975.0,2.0426747798919678,10.7047119140625
1000.0,2.729738235473633,7.280099868774414
1025.0,2.8073477745056152,8.865114212036133
1050.0,3.0175914764404297,13.917705535888672
1075.0,2.6248724460601807,20.179460525512695
1100.0,1.9708012342453003,15.231788635253906
1125.0,2.284177780151367,9.839723587036133
1150.0,1.9491337537765503,7.002132892608643
1175.0,1.6887996196746826,7.112877368927002
1200.0,1.952641248703003,17.61221694946289
1225.0,2.0211732387542725,5.4986724853515625
1250.0,1.9062286615371704,18.66984748840332
1275.0,2.0652272701263428,4.880384922027588
1300.0,1.5925321578979492,22.72077751159668
1325.0,1.4774240255355835,4.973291873931885
1350.0,2.368844985961914,7.1824445724487305
1375.0,2.0860159397125244,10.813404083251953
1400.0,2.0191380977630615,10.190324783325195
1425.0,2.1207985877990723,5.47539758682251
1450.0,1.1620362997055054,6.274966716766357
1475.0,1.9177610874176025,6.9465203285217285
1500.0,1.804247498512268,5.843513488769531
1525.0,1.9331073760986328,17.50998306274414
1550.0,1.7131770849227905,4.407675266265869
1575.0,1.7685819864273071,9.212303161621094
1600.0,1.201895833015442,2.9922828674316406
1625.0,1.6689693927764893,4.120263576507568
1650.0,1.5676192045211792,10.798595428466797
1675.0,1.8548719882965088,9.198607444763184
1700.0,1.404748797416687,4.722310543060303
1725.0,1.3831045627593994,4.574808120727539
1750.0,1.1031508445739746,3.731457471847534
1775.0,2.0525758266448975,10.749638557434082
1800.0,1.1399729251861572,4.331914901733398
1825.0,1.4742424488067627,3.1135683059692383
1850.0,1.9565967321395874,10.11037826538086
1875.0,1.3315823078155518,4.508296966552734
1900.0,1.2161415815353394,3.005267858505249
1925.0,1.6403635740280151,7.475898742675781
1950.0,1.5906621217727661,7.3244428634643555
1975.0,1.560408115386963,4.981208801269531
2000.0,1.2821731567382812,5.240440368652344
