panel,group,value,graphs,decisions,model_nll,empirical_nll,uniform_nll,model_minus_empirical
calibration,partition_lambda,948,122,366,3.301378758227239,3.449312287007159,4.061810690160696,-0.14793352877991986
calibration,partition_lambda,949,188,564,3.5147892608710216,3.8151959999927634,4.317428849008938,-0.30040673912174204
calibration,partition_lambda,950,14,42,3.0396346109254018,3.6061460735486124,4.317428849008938,-0.5665114626232098
calibration,partition_lambda,951,41,123,3.384811059246218,4.014726348845912,4.317428849008937,-0.6299152895996938
calibration,partition_lambda,952,76,228,3.4887279167509915,4.112149361963011,4.317428849008937,-0.6234214452120198
calibration,partition_lambda,953,32,96,3.466213997453451,3.703631571236738,4.317428849008937,-0.23741757378328698
calibration,partition_lambda,954,24,72,3.036945261889034,3.4095047708474606,4.317428849008937,-0.37255950895842616
calibration,partition_lambda,970,706,2118,3.631644083009338,3.9869061389292395,4.14340285409744,-0.35526205591990123
calibration,partition_lambda,971,114,342,3.5486201853082893,3.8126700344837126,4.317428849008937,-0.2640498491754242
calibration,partition_lambda,972,429,1287,3.7743190006405785,4.3876199732817565,4.317428849008938,-0.6133009726411769
calibration,partition_lambda,974,216,648,3.6440147279221335,3.9634792390759737,4.317428849008938,-0.31946451115384045
calibration,partition_lambda,976,126,378,3.486416077487683,4.0056372537537115,4.317428849008937,-0.5192211762660277
calibration,partition_lambda,978,204,612,3.575729839162889,3.783237038952347,4.317428849008937,-0.2075071997894589
calibration,partition_lambda,992,34,102,3.3749150703935062,3.557741787519513,4.171634081543929,-0.18282671712600698
calibration,partition_lambda,999,34,102,3.3374594134442948,3.484841386543866,4.317428849008937,-0.14738197309957196
calibration,partition_lambda,1014,106,318,3.484215202946333,3.7067994797806567,4.086524337716474,-0.22258427683432427
calibration,partition_lambda,1016,94,282,3.4443770680867187,3.9604117344657346,4.317428849008938,-0.5160346663790156
calibration,partition_lambda,1018,101,303,3.3773868217720056,3.719702411356644,4.317428849008938,-0.34231558958463926
calibration,partition_lambda,1020,164,492,3.4598007948417973,4.003879043999153,4.317428849008937,-0.5440782491573559
calibration,partition_lambda,1058,24,72,3.524971706999673,3.554524405607455,4.110188226170908,-0.029552698607782535
calibration,partition_lambda,1060,8,24,3.792294810215632,4.313940298931855,4.317428849008937,-0.5216454887162228
calibration,partition_lambda,1394,34,102,3.183586425641004,3.809809696626248,4.115612061041195,-0.6262232709852442
calibration,partition_lambda,1411,134,402,3.160673004403636,3.350588649364617,4.115074717575338,-0.18991564496098065
calibration,partition_lambda,1415,27,81,3.021247645955027,3.4196997265316256,4.317428849008937,-0.398452080576599
calibration,partition_lambda,1854,8,24,3.5456412633260093,4.007140185122325,4.190498733126098,-0.4614989217963168
calibration,partition_lambda,1856,121,363,3.5230107711366387,4.1834008465850525,4.191855336237014,-0.660390075448414
calibration,partition_lambda,1858,47,141,3.352577621209706,3.528188758047217,4.076129405177543,-0.17561113683751153
calibration,partition_lambda,1860,189,567,3.48966894452534,3.8264872045333513,4.171360072628946,-0.3368182600080107
calibration,partition_lambda,1896,59,177,3.474451434140825,3.5320657516301965,4.122211375505148,-0.05761431748937108
calibration,partition_lambda,1898,79,237,3.4698744972043905,3.7407375647230356,4.317428849008937,-0.2708630675186454
calibration,partition_lambda,1900,58,174,3.3364472998969856,3.9208609623690602,4.317428849008937,-0.5844136624720752
calibration,partition_lambda,1940,16,48,3.7390554398298264,3.8485517670555267,4.117312416075921,-0.10949632722570034
calibration,partition_lambda,9724,1681,6724,2.9174768411261316,3.263175948257837,3.6861434729764704,-0.3456991071317057
calibration,partition_lambda,9725,762,3048,3.122231636753702,3.5828717777233194,4.076538551538695,-0.46064014096961803
calibration,partition_lambda,9746,260,1040,2.8334406038746236,3.2475667165339956,4.0807604619046725,-0.4141261126593717
calibration,partition_lambda,9747,16,64,3.2296943916007876,3.814870481572786,4.269368891875105,-0.5851760899719982
calibration,partition_lambda,9750,1020,4080,3.0034809718018067,3.426797783609762,4.177866360619489,-0.42331681180795483
