time,soft_jaccard,hard_switch_fraction,hard_precision,hard_recall,clean_mass_coverage,minimum_graph_clean_mass_coverage
0.2,0.14003321614609376,0.061844165891670855,0.2046810269675916,0.2756899465312017,0.5826054240460508,0.15211139619350433
0.4,0.11375140915220072,0.053488179484702414,0.1905133547334117,0.18082635389873758,0.5957797906012274,0.246987447142601
0.5,0.10069215974772305,0.051593515803688206,0.1803604584201821,0.146559722154052,0.5901476159924641,0.2179291546344757
0.6,0.09571871042089697,0.05036423644924071,0.20034835210390156,0.13474650450007175,0.5903713715961203,0.17003434896469116
