model_seed,fixed_source_count,all_time_grid_velocity_mse,all_time_grid_map_mse,teacher_forced_fixed_lift_rms,free_running_fixed_lift_rms,terminal_wrapped_periodic_rms,sampling_failures,passed,attribution
5201,64,0.0037443482380529695,0.0008430777129020003,0.023588186837238907,0.13065814971923828,0.12895044684410095,0,False,fixed_lift_not_qualified
