seed,final_flow_loss,periodic_coordinate_rms,analytic_teacher_target_orbit_error,analytic_teacher_target_orbit_relative_error,unique_endpoint_retrieval,teacher_forced_endpoint_rms,teacher_forced_coordinate_velocity_mse,sampling_failures
5201,0.08639784902334213,0.29928627610206604,1.0092408657073975,0.8184022903442383,0.0,0.13938885927200317,0.08061887323856354,0
5202,0.04281089827418327,0.2981421649456024,1.2373127937316895,1.0033477544784546,0.0,0.13549110293388367,0.0726722776889801,0
5203,0.08622615784406662,0.3181137442588806,1.1796140670776367,0.956559419631958,0.0,0.14609795808792114,0.0858892872929573,0
