variant,device,chemical_vocabulary_size,internal_mask_index,train_steps,sampler_steps,loss,endpoint_nll,masked_endpoint_nll,revealed_copy_nll,masked_fraction,masked_top1_accuracy,composition_count_nll,total_loss,type_decoded_composition_accuracy,geometry_endpoint_retrieval_accuracy,joint_endpoint_retrieval_accuracy,decoded_atom_type_accuracy,type_endpoint_reconstruction_rms,coordinate_endpoint_reconstruction_rms,lattice_endpoint_reconstruction_rms,training_time_distribution,graph_composition_exact_accuracy,terminal_mask_count,common_noise_terminal_discrete_difference,sampling_failure_count
absorbing_discrete_flow_with_generated_count_constraint_full_119,cuda,119,119,400,16,0.332829087972641,0.332829087972641,0.8740566968917847,0.008092480711638927,0.375,0.6666666865348816,0.002714670030400157,0.33554375171661377,0.9375,1.0,1.0,0.578125,0.07576939882710576,0.0,0.0,beta_half_source,0.9375,0,0.5,0
