model_seed,fixed_source_count,time_grid_count,all_time_grid_velocity_mse,teacher_forced_translation_aligned_rms,free_running_translation_aligned_rms,sampling_failures,passed,attribution
5201,64,33,0.008712195297420927,0.04228092695889018,0.1995696872472763,0,False,time_conditioning_or_vector_field_expression_failure
