variant,device,chemical_vocabulary_size,internal_mask_index,train_steps,sampler_steps,loss,endpoint_nll,masked_endpoint_nll,revealed_copy_nll,masked_fraction,masked_top1_accuracy,type_decoded_composition_accuracy,geometry_endpoint_retrieval_accuracy,joint_endpoint_retrieval_accuracy,decoded_atom_type_accuracy,type_endpoint_reconstruction_rms,coordinate_endpoint_reconstruction_rms,lattice_endpoint_reconstruction_rms,terminal_mask_count,common_noise_terminal_discrete_difference,sampling_failure_count
absorbing_mask_discrete_flow_full_119,cuda,119,119,400,16,0.2680012881755829,0.2680012881755829,0.5352418422698975,0.0007607620791532099,0.5,0.75,0.75,1.0,1.0,0.46875,0.08714232500642538,0.0,0.0,0,0.75,0
