variant,baseline_mse,corrected_mse,relative_improvement,bootstrap_95_low,bootstrap_median,bootstrap_95_high,passed,coefficient_norm,channels
clean_specific,2.1613090165992617,1.8543374742585002,0.14203038065503915,0.11786559229745094,0.14111542519873782,0.16540458767568034,True,15.859797464129116,16
noisy_specific,2.1613090165992617,2.162196975463303,-0.00041084308501071476,-0.0014466810877950265,-0.00038699930219365797,0.0006185780524840887,False,3.0161377601776507,16
probe_specific,2.1613090165992617,2.162288518899004,-0.0004531986366684837,-0.0026260706605968466,-0.00042048172011799334,0.0017082493404656748,False,4.95062880768719,16
tweedie_specific,2.1613090165992617,2.161566968963598,-0.00011935006163166229,-0.0010375103895316705,-0.00011819373593335847,0.0007436672020724422,False,3.771232264389743,16
noisy_plus_probe,2.1613090165992617,2.1642081164900446,-0.001341362974251803,-0.003783066031636245,-0.0013638499761183809,0.0009532966489030952,False,11.150914108731756,32
noisy_plus_tweedie,2.1613090165992617,2.161497518987744,-8.721676865031114e-05,-0.001641164617354357,-8.658916214732137e-05,0.0013628556900319498,False,6.398932630878033,32
