sources,time_grid_count,type_preserving_permutations,temporal_lift_change_rows,temporal_permutation_change_rows,perturbation_lift_change_rows,perturbation_permutation_change_rows,near_cut_rows,near_degenerate_lift_rows,near_degenerate_permutation_rows,max_temporal_path_consistency_jump_rms,max_perturbation_target_displacement_jump_rms,confirmed_branch_events,branch_switching_confirmed,training_authorized
64,33,1,234,0,1,0,0,0,0,0.46327120065689087,0.24998338520526886,112,True,True
