source,time_index,time,lift_cost,second_lift_cost,lift_cost_margin,permutation_count,permutation_cost,second_permutation_cost,permutation_cost_margin,component_cut_margin_fractional,lift_signature,permutation_signature,translation_x,translation_y,translation_z,temporal_lift_change,temporal_permutation_change,temporal_path_consistency_jump_rms,perturbation_lift_change,perturbation_permutation_change,perturbation_target_displacement_jump_rms,confirmed_branch_event
19,4,0.125,11.317646026611328,14.191980361938477,2.8743343353271484,1,11.317646026611328,inf,inf,0.0573556125164032,"0,0,0,0,0,0,0,0,0,0,0,-1","0,1,2,3",0.2701370120048523,0.03325902670621872,0.35328322649002075,False,False,0.008620696142315865,False,False,0.00010000421025324613,False
20,4,0.125,13.081987380981445,13.86216926574707,0.780181884765625,1,13.081987380981445,inf,inf,0.06443586945533752,"0,0,0,0,0,-1,-1,0,-1,0,-1,-1","0,1,2,3",0.5326443910598755,0.5024020671844482,0.16443681716918945,False,False,0.014077527448534966,False,False,9.999990288633853e-05,False
21,4,0.125,7.6864519119262695,7.954471111297607,0.2680191993713379,1,7.6864519119262695,inf,inf,0.0667758584022522,"0,0,0,0,-1,1,-1,-1,0,-1,-1,0","0,1,2,3",0.7754586338996887,0.8868071436882019,0.7723777294158936,False,False,0.00862070545554161,False,False,0.00010000422480516136,False
22,4,0.125,7.7243971824646,10.218097686767578,2.4937005043029785,1,7.7243971824646,inf,inf,0.05053764581680298,"0,0,0,0,0,0,-1,0,0,0,0,-1","0,1,2,3",0.27627718448638916,0.9259963631629944,0.30147022008895874,False,False,2.123061548786609e-08,False,False,0.00010000015754485503,False
23,4,0.125,6.934238910675049,10.714680671691895,3.7804417610168457,1,6.934238910675049,inf,inf,0.04979294538497925,"0,0,0,0,1,0,-1,0,0,0,0,-1","0,1,2,3",0.32215777039527893,0.8451176285743713,0.37817686796188354,False,False,0.009954316541552544,False,False,9.998124005505815e-05,False
24,4,0.125,9.910593032836914,10.984262466430664,1.07366943359375,1,9.910593032836914,inf,inf,0.03053620457649231,"0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1","0,1,2,3",0.8660843372344971,0.32319462299346924,0.7900382280349731,False,False,3.072894116940006e-08,False,False,9.99974727164954e-05,False
25,4,0.125,7.282964706420898,8.680609703063965,1.3976449966430664,1,7.282964706420898,inf,inf,0.053422510623931885,"0,0,0,0,0,0,-1,-1,0,0,-1,0","0,1,2,3",0.49733343720436096,0.5453082919120789,0.2266903817653656,False,False,0.013168328441679478,False,False,9.999831672757864e-05,False
26,4,0.125,9.840441703796387,10.764485359191895,0.9240436553955078,1,9.840441703796387,inf,inf,0.10152262449264526,"0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1","0,1,2,3",0.865871787071228,0.5446780920028687,0.5347075462341309,False,False,0.014077515341341496,False,False,0.00010000105248764157,False
27,4,0.125,9.07564640045166,10.024288177490234,0.9486417770385742,1,9.07564640045166,inf,inf,0.16227257251739502,"0,0,0,-1,0,0,0,0,0,0,-1,0","0,1,2,3",0.46177324652671814,0.07141907513141632,0.9107033610343933,False,False,0.009954329580068588,False,False,9.999628673540428e-05,False
28,4,0.125,4.181535720825195,9.487018585205078,5.305482864379883,1,4.181535720825195,inf,inf,0.2052721381187439,"0,0,0,0,-1,0,0,-1,0,0,-1,0","0,1,2,3",0.12460474669933319,0.03787684440612793,0.11374559998512268,False,False,2.2169402313920727e-08,False,False,9.99989642878063e-05,False
29,4,0.125,7.430779457092285,8.437851905822754,1.0070724487304688,1,7.430779457092285,inf,inf,0.08471065759658813,"0,0,0,0,0,0,0,0,0,0,-1,-1","0,1,2,3",0.8481851816177368,0.2797088027000427,0.5560747385025024,False,False,0.00995431188493967,False,False,9.999875328503549e-05,False
30,4,0.125,5.280704975128174,9.40070915222168,4.120004177093506,1,5.280704975128174,inf,inf,0.11039113998413086,"0,0,0,-1,0,1,-1,0,0,-1,0,0","0,1,2,3",0.8150249123573303,0.17481236159801483,0.8209531903266907,False,False,1.7156549958485812e-08,False,False,0.00010000694601330906,False
31,4,0.125,6.127876281738281,10.51771354675293,4.389837265014648,1,6.127876281738281,inf,inf,0.04946291446685791,"0,0,0,0,0,-1,0,-1,-1,0,-1,-1","0,1,2,3",0.31742146611213684,0.5521235466003418,0.8542186617851257,True,False,0.00862068496644497,False,False,0.00010000508336815983,False
32,4,0.125,10.697198867797852,11.497415542602539,0.8002166748046875,1,10.697198867797852,inf,inf,0.0475156307220459,"0,0,0,0,-1,0,-1,-1,1,0,-1,0","0,1,2,3",0.47479307651519775,0.8251957893371582,0.865938663482666,False,False,0.008620708249509335,False,False,9.999950998462737e-05,False
33,4,0.125,12.686920166015625,13.100193977355957,0.41327381134033203,1,12.686920166015625,inf,inf,0.06822091341018677,"0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1","0,1,2,3",0.06055617332458496,0.01752936840057373,0.22654341161251068,False,False,0.008620689623057842,False,False,0.00010000779730034992,False
34,4,0.125,11.030322074890137,12.1182222366333,1.087900161743164,1,11.030322074890137,inf,inf,0.051372647285461426,"0,0,0,-1,0,-1,-1,0,-1,-1,0,-1","0,1,2,3",0.9952017068862915,0.877853512763977,0.9687691926956177,False,False,0.008620686829090118,False,False,9.999232861446217e-05,False
35,4,0.125,10.322203636169434,10.32554817199707,0.0033445358276367188,1,10.322203636169434,inf,inf,0.07950907945632935,"0,0,0,-1,0,-1,-1,0,-1,0,0,-1","0,1,2,3",0.6054392457008362,0.14415335655212402,0.7599231004714966,False,False,0.01219149399548769,False,False,9.999543544836342e-05,False
36,4,0.125,9.649767875671387,10.701396942138672,1.0516290664672852,1,9.649767875671387,inf,inf,0.0709800124168396,"0,0,0,-1,-1,0,-2,-1,0,-1,-1,0","0,1,2,3",0.029924869537353516,0.7243549227714539,0.21527041494846344,False,False,0.008620680309832096,False,False,9.999092435464263e-05,False
37,4,0.125,6.728900909423828,8.431743621826172,1.7028427124023438,1,6.728900909423828,inf,inf,0.030567288398742676,"0,0,0,-1,0,-1,-1,0,-1,0,-1,0","0,1,2,3",0.7339664101600647,0.5647045373916626,0.6265479922294617,True,False,0.012191503308713436,False,False,0.00010000260954257101,True
38,4,0.125,7.806676864624023,8.089503288269043,0.28282642364501953,1,7.806676864624023,inf,inf,0.057256460189819336,"0,0,0,0,1,-1,-1,0,-1,0,0,-1","0,1,2,3",0.32122471928596497,0.7635742425918579,0.9305357336997986,False,False,0.008620675653219223,False,False,0.00010000042675528675,False
39,4,0.125,8.235404968261719,10.13401985168457,1.8986148834228516,1,8.235404968261719,inf,inf,0.061095356941223145,"0,0,0,-1,0,0,0,0,-1,0,0,-1","0,1,2,3",0.5372201204299927,0.8085161447525024,0.6143797636032104,False,False,0.01316832099109888,False,False,9.999304165830836e-05,False
40,4,0.125,7.452260971069336,8.381948471069336,0.9296875,1,7.452260971069336,inf,inf,0.13890480995178223,"0,0,0,-1,-1,0,-1,-1,0,-1,-1,0","0,1,2,3",0.8990837335586548,0.6508574485778809,0.10534000396728516,True,False,0.008620684035122395,False,False,9.999574103858322e-05,False
41,4,0.125,11.557682037353516,13.005546569824219,1.4478645324707031,1,11.557682037353516,inf,inf,0.04652610421180725,"0,0,0,0,0,0,0,0,-1,0,-1,-1","0,1,2,3",0.2258986085653305,0.3376079201698303,0.5827690362930298,False,False,0.013168323785066605,False,False,9.999659232562408e-05,False
42,4,0.125,10.408651351928711,12.058807373046875,1.650156021118164,1,10.408651351928711,inf,inf,0.056043028831481934,"0,0,0,0,0,-1,-1,0,-1,0,-1,-1","0,1,2,3",0.5729156732559204,0.42686963081359863,0.9212710857391357,False,False,0.014077538624405861,False,False,9.999191388487816e-05,False
43,4,0.125,10.749908447265625,11.169950485229492,0.4200420379638672,1,10.749908447265625,inf,inf,0.17031514644622803,"0,0,0,0,1,0,0,0,0,0,0,0","0,1,2,3",0.020101413130760193,0.8445162773132324,0.005131617188453674,True,False,1.6238164590731685e-08,False,False,0.00010000519250752404,False
44,4,0.125,10.483148574829102,11.577091217041016,1.093942642211914,1,10.483148574829102,inf,inf,0.09768819808959961,"0,0,0,0,0,0,0,-1,0,0,-1,0","0,1,2,3",0.07787003368139267,0.6724666357040405,0.9724055528640747,False,False,0.008620699867606163,False,False,0.00010000597831094638,False
45,4,0.125,9.49968433380127,11.32098388671875,1.8212995529174805,1,9.49968433380127,inf,inf,0.11096394062042236,"0,0,0,-1,-1,0,-1,-1,0,0,-1,0","0,1,2,3",0.885013222694397,0.858359694480896,0.9364809989929199,False,False,2.7008354663848877e-08,False,False,0.00010000923793995753,False
46,4,0.125,8.965824127197266,9.387659072875977,0.42183494567871094,1,8.965824127197266,inf,inf,0.050588130950927734,"0,0,0,0,0,0,-1,0,0,0,-1,-1","0,1,2,3",0.20243842899799347,0.3779188394546509,0.4786439836025238,False,False,0.015739163383841515,False,False,0.0001000065531115979,False
47,4,0.125,7.579460144042969,9.235076904296875,1.6556167602539062,1,7.579460144042969,inf,inf,0.10047954320907593,"0,0,0,-1,-1,1,-1,-1,0,-1,-2,0","0,1,2,3",0.7791980504989624,0.03797495365142822,0.8064538836479187,False,False,2.8374483207471712e-08,False,False,9.998436144087464e-05,False
48,4,0.125,6.728041648864746,8.438383102416992,1.710341453552246,1,6.728041648864746,inf,inf,0.059105634689331055,"0,0,0,0,0,0,0,0,0,0,-1,0","0,1,2,3",0.27061009407043457,0.2313404232263565,0.16055910289287567,False,False,0.008620694279670715,False,False,9.999550820793957e-05,False
49,4,0.125,5.464371681213379,9.08279800415039,3.6184263229370117,1,5.464371681213379,inf,inf,0.06021398305892944,"0,0,0,-1,-1,0,-1,-1,0,0,-1,0","0,1,2,3",0.9870337843894958,0.6732487082481384,0.11870894581079483,False,False,1.8239720844803742e-08,False,False,0.00010000276961363852,False
50,4,0.125,11.46940803527832,11.919563293457031,0.45015525817871094,1,11.46940803527832,inf,inf,0.08028841018676758,"0,0,0,0,0,1,-1,-1,0,-1,0,0","0,1,2,3",0.6544113159179688,0.22270941734313965,0.8487697839736938,False,False,0.013168338686227798,False,False,0.00010000338079407811,False
51,4,0.125,5.280307292938232,5.405216693878174,0.1249094009399414,1,5.280307292938232,inf,inf,0.06528529524803162,"0,0,0,1,-1,0,0,-1,0,1,-1,0","0,1,2,3",0.6373614072799683,0.9571014046669006,0.07023460417985916,False,False,0.009954318404197693,False,False,0.00010000470501836389,False
52,4,0.125,9.291648864746094,10.22815227508545,0.9365034103393555,1,9.291648864746094,inf,inf,0.11049312353134155,"0,0,0,0,0,0,0,0,0,0,0,-1","0,1,2,3",0.011966641992330551,0.04821889102458954,0.02529095858335495,False,False,1.535546267916743e-08,False,False,0.00010000243491958827,False
53,4,0.125,9.273430824279785,10.068992614746094,0.7955617904663086,1,9.273430824279785,inf,inf,0.09115290641784668,"0,0,0,0,-1,0,0,-1,0,0,-1,-1","0,1,2,3",0.22090871632099152,0.830418586730957,0.049842119216918945,False,False,0.00862069521099329,False,False,9.999600297305733e-05,False
54,4,0.125,6.767827987670898,7.1895246505737305,0.42169666290283203,1,6.767827987670898,inf,inf,0.048119187355041504,"0,0,0,0,0,-1,-1,-1,-1,0,-1,-1","0,1,2,3",0.26895660161972046,0.6481501460075378,0.8003835678100586,False,False,0.008620689623057842,False,False,0.00010000964539358392,False
55,4,0.125,9.307061195373535,11.189470291137695,1.8824090957641602,1,9.307061195373535,inf,inf,0.09134674072265625,"0,0,0,-1,0,-1,-1,0,-1,0,-1,-1","0,1,2,3",0.6761630773544312,0.39449530839920044,0.7054641246795654,False,False,0.014931468293070793,False,False,0.00010001531336456537,False
56,4,0.125,11.071710586547852,12.086827278137207,1.0151166915893555,1,11.071710586547852,inf,inf,0.042204976081848145,"0,0,0,-1,0,0,-1,0,0,0,-1,-1","0,1,2,3",0.5122621655464172,0.40458613634109497,0.18637868762016296,False,False,0.013168331235647202,False,False,0.00010000376641983166,False
57,4,0.125,8.757115364074707,10.424949645996094,1.6678342819213867,1,8.757115364074707,inf,inf,0.07884436845779419,"0,0,0,-1,0,0,-1,-1,0,0,-1,0","0,1,2,3",0.7026834487915039,0.910466730594635,0.2621299624443054,False,False,0.00862068496644497,False,False,9.999859321396798e-05,False
58,4,0.125,12.009601593017578,14.214015007019043,2.204413414001465,1,12.009601593017578,inf,inf,0.11715924739837646,"0,0,0,-1,0,1,-1,0,0,-1,0,0","0,1,2,3",0.9791220426559448,0.06625930964946747,0.9874394536018372,False,False,1.757215883912977e-08,False,False,9.999168833019212e-05,False
59,4,0.125,10.120830535888672,11.000629425048828,0.8797988891601562,1,10.120830535888672,inf,inf,0.09384262561798096,"0,0,0,1,-1,0,0,-1,-1,0,-1,0","0,1,2,3",0.9067128896713257,0.6596278548240662,0.6128771901130676,False,False,0.01219149399548769,False,False,9.999825124396011e-05,False
60,4,0.125,8.891984939575195,10.264455795288086,1.3724708557128906,1,8.891984939575195,inf,inf,0.06848147511482239,"0,0,0,0,0,0,0,0,-1,0,0,0","0,1,2,3",0.7999349236488342,0.19508561491966248,0.48097747564315796,False,False,0.009954320266842842,False,False,9.999556641560048e-05,False
61,4,0.125,7.152370452880859,7.486946105957031,0.3345756530761719,1,7.152370452880859,inf,inf,0.0639072060585022,"0,0,0,-1,-1,0,-1,-1,0,-1,-1,0","0,1,2,3",0.7826374769210815,0.9260735511779785,0.1384299099445343,True,False,0.2413792908191681,False,False,0.0001000055781332776,True
62,4,0.125,8.283946990966797,11.299814224243164,3.015867233276367,1,8.283946990966797,inf,inf,0.08653703331947327,"0,0,0,0,0,0,-1,0,0,0,-1,0","0,1,2,3",0.49930185079574585,0.10511989891529083,0.1345464289188385,False,False,0.009954321198165417,False,False,0.00010000623296946287,False
63,4,0.125,10.479947090148926,11.963322639465332,1.4833755493164062,1,10.479947090148926,inf,inf,0.054009199142456055,"0,0,0,-1,0,0,0,0,0,0,0,0","0,1,2,3",0.5902206897735596,0.17378436028957367,0.8752892017364502,False,False,0.00862069334834814,False,False,9.999866597354412e-05,False
0,5,0.15625,7.7190704345703125,8.590178489685059,0.8711080551147461,1,7.7190704345703125,inf,inf,0.08303940296173096,"0,0,0,0,0,-1,0,0,-1,1,0,-1","0,1,2,3",0.9985265731811523,0.04733447730541229,0.7400995492935181,False,False,0.008928566239774227,False,False,0.00010000124166253954,False
1,5,0.15625,12.12752914428711,12.857826232910156,0.7302970886230469,1,12.12752914428711,inf,inf,0.08200100064277649,"0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1","0,1,2,3",0.9102283716201782,0.010811567306518555,0.4143655598163605,False,False,0.010309822857379913,False,False,0.00010002889030147344,False
2,5,0.15625,4.635481834411621,6.329097747802734,1.6936159133911133,1,4.635481834411621,inf,inf,0.0961465835571289,"0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1","0,1,2,3",0.8970034718513489,0.956887423992157,0.7101279497146606,False,False,3.225748201884926e-08,False,False,0.00010001213377108797,False
3,5,0.15625,11.43873405456543,12.066780090332031,0.6280460357666016,1,11.43873405456543,inf,inf,0.15285682678222656,"0,0,0,-1,0,-1,-1,0,-1,-1,0,-1","0,1,2,3",0.9629332423210144,0.22651681303977966,0.050987958908081055,True,False,0.008928580209612846,False,False,9.999744361266494e-05,False
4,5,0.15625,11.60446548461914,13.441719055175781,1.8372535705566406,1,11.60446548461914,inf,inf,0.10156252980232239,"0,0,0,-1,0,1,-1,0,1,-1,0,0","0,1,2,3",0.9042436480522156,0.11884334683418274,0.5686151385307312,False,False,0.010309821926057339,False,False,9.9986806162633e-05,False
5,5,0.15625,6.993447303771973,7.876887321472168,0.8834400177001953,1,6.993447303771973,inf,inf,0.08050990104675293,"0,0,0,0,0,0,-1,-1,0,0,-1,0","0,1,2,3",0.6351315379142761,0.7203450202941895,0.014811009168624878,False,False,0.008928575552999973,False,False,9.999669418903068e-05,False
6,5,0.15625,10.573305130004883,11.144112586975098,0.5708074569702148,1,10.573305130004883,inf,inf,0.057276397943496704,"0,0,0,0,0,0,0,0,0,0,0,0","0,1,2,3",0.23528417944908142,0.9981458187103271,0.19457975029945374,False,False,1.8587606120945566e-08,False,False,0.00010000688780564815,False
7,5,0.15625,5.910029888153076,10.852535247802734,4.942505359649658,1,5.910029888153076,inf,inf,0.15762174129486084,"0,0,0,0,-1,0,0,-1,0,1,-1,0","0,1,2,3",0.8188601732254028,0.8888440728187561,0.008989371359348297,False,False,1.2192710840963628e-08,False,False,0.00010000200563808903,False
8,5,0.15625,4.686511993408203,9.278526306152344,4.592014312744141,1,4.686511993408203,inf,inf,0.047494471073150635,"0,0,0,0,1,1,0,0,0,0,0,0","0,1,2,3",0.19701333343982697,0.7961388826370239,0.7484350204467773,False,False,2.4263217213160715e-08,False,False,9.999527537729591e-05,False
9,5,0.15625,11.376652717590332,11.76610279083252,0.3894500732421875,1,11.376652717590332,inf,inf,0.08502024412155151,"0,0,0,0,0,0,-1,0,0,0,0,0","0,1,2,3",0.5914093255996704,0.015998966991901398,0.9113662838935852,False,False,0.010309819132089615,False,False,9.999633766710758e-05,False
10,5,0.15625,12.949054718017578,13.045063018798828,0.09600830078125,1,12.949054718017578,inf,inf,0.09558713436126709,"0,0,0,0,0,0,-1,-1,-1,0,-1,-1","0,1,2,3",0.5343661904335022,0.7548062801361084,0.5551666617393494,True,False,0.24457333981990814,False,False,0.00010000354814110324,True
11,5,0.15625,4.25709342956543,6.632225036621094,2.375131607055664,1,4.25709342956543,inf,inf,0.21180233359336853,"0,0,0,0,0,0,0,0,0,0,0,0","0,1,2,3",0.9853675365447998,0.9642666578292847,0.8953009843826294,False,False,1.5170366296501925e-08,False,False,0.0001000019910861738,False
12,5,0.15625,7.566767692565918,10.052469253540039,2.485701560974121,1,7.566767692565918,inf,inf,0.08181896805763245,"0,0,0,-1,0,-1,-1,0,0,0,-1,-1","0,1,2,3",0.6241403222084045,0.2866254448890686,0.40150144696235657,True,False,0.012626887299120426,False,False,0.0001000120973912999,True
13,5,0.15625,5.523902416229248,7.622080326080322,2.098177909851074,1,5.523902416229248,inf,inf,0.07277506589889526,"0,0,0,-1,-1,0,-1,-1,0,-1,-1,0","0,1,2,3",0.14150595664978027,0.8551894426345825,0.2199690341949463,False,False,2.233030826914728e-08,False,False,9.999702888308093e-05,False
14,5,0.15625,12.125348091125488,12.489716529846191,0.3643684387207031,1,12.125348091125488,inf,inf,0.11583530902862549,"0,0,0,-1,1,0,0,0,0,0,0,-1","0,1,2,3",0.49056053161621094,0.9568978548049927,0.4164091646671295,True,False,0.24151194095611572,False,False,0.00010000312613556162,True
15,5,0.15625,6.948685646057129,9.784929275512695,2.8362436294555664,1,6.948685646057129,inf,inf,0.0843532383441925,"0,0,0,0,0,0,0,0,0,0,0,-1","0,1,2,3",0.9319946765899658,0.08321960270404816,0.39836257696151733,False,False,0.00892857275903225,False,False,9.999002213589847e-05,False
16,5,0.15625,12.482816696166992,12.787172317504883,0.3043556213378906,1,12.482816696166992,inf,inf,0.10038888454437256,"0,0,0,0,0,1,-1,0,0,0,-1,0","0,1,2,3",0.16820427775382996,0.40598905086517334,0.9662339687347412,True,False,0.37414872646331787,False,False,9.999841859098524e-05,True
17,5,0.15625,11.852806091308594,12.489420890808105,0.6366147994995117,1,11.852806091308594,inf,inf,0.07227477431297302,"0,0,0,-1,0,0,-1,0,0,0,0,-1","0,1,2,3",0.7817468643188477,0.22387313842773438,0.21772806346416473,False,False,0.012626889161765575,False,False,9.99980402411893e-05,False
18,5,0.15625,4.017477512359619,9.500868797302246,5.483391284942627,1,4.017477512359619,inf,inf,0.04913109540939331,"0,0,0,-1,-1,0,-1,-1,0,-1,-1,0","0,1,2,3",0.8162645101547241,0.7721354961395264,0.1415754109621048,False,False,3.564128192579119e-08,False,False,9.999971371144056e-05,False
19,5,0.15625,11.123458862304688,13.263289451599121,2.1398305892944336,1,11.123458862304688,inf,inf,0.0694756805896759,"0,0,0,0,0,0,0,0,0,0,0,-1","0,1,2,3",0.2701370120048523,0.03325902670621872,0.35328319668769836,False,False,0.008928559720516205,False,False,0.00010000766633311287,False
20,5,0.15625,13.250005722045898,13.812295913696289,0.5622901916503906,1,13.250005722045898,inf,inf,0.07411900162696838,"0,0,0,0,0,0,-1,0,0,0,-1,0","0,1,2,3",0.5326443910598755,0.5024020671844482,0.16443678736686707,True,False,0.014580290764570236,False,False,9.999758913181722e-05,True
21,5,0.15625,7.396440505981445,7.546743869781494,0.15030336380004883,1,7.396440505981445,inf,inf,0.07411879301071167,"0,0,0,-1,-1,1,-1,-1,0,-1,-1,0","0,1,2,3",0.025458574295043945,0.8868071436882019,0.7723777890205383,True,False,0.241071417927742,False,False,0.00010000245674746111,True
22,5,0.15625,7.182507038116455,9.995895385742188,2.8133883476257324,1,7.182507038116455,inf,inf,0.05582308769226074,"0,0,0,0,0,0,-1,0,0,0,0,-1","0,1,2,3",0.27627718448638916,0.9259963631629944,0.30147022008895874,False,False,1.662526116774643e-08,False,False,9.998996392823756e-05,False
23,5,0.15625,7.252588748931885,9.963014602661133,2.710425853729248,1,7.252588748931885,inf,inf,0.061520934104919434,"0,0,0,0,1,0,-1,0,0,0,0,-1","0,1,2,3",0.32215777039527893,0.8451176285743713,0.37817683815956116,False,False,0.01030983030796051,False,False,9.998631867347285e-05,False
24,5,0.15625,9.215337753295898,10.831509590148926,1.6161718368530273,1,9.215337753295898,inf,inf,0.035760074853897095,"0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1","0,1,2,3",0.8660843968391418,0.3231946527957916,0.7900382280349731,False,False,2.0878735185192454e-08,False,False,0.00010000600013881922,False
25,5,0.15625,7.549595832824707,8.562505722045898,1.0129098892211914,1,7.549595832824707,inf,inf,0.0612756609916687,"0,0,0,0,0,0,-1,-1,0,0,-1,0","0,1,2,3",0.49733346700668335,0.5453082919120789,0.2266903817653656,False,False,0.013638606294989586,False,False,0.00010000647307606414,False
26,5,0.15625,10.239609718322754,11.648329734802246,1.4087200164794922,1,10.239609718322754,inf,inf,0.11734962463378906,"0,0,0,-1,1,-1,-1,0,-1,-1,0,-1","0,1,2,3",0.865871787071228,0.5446780920028687,0.5347075462341309,True,False,0.01458030566573143,False,False,0.00010000082693295553,True
27,5,0.15625,8.95129108428955,9.321053504943848,0.3697624206542969,1,8.95129108428955,inf,inf,0.1729690432548523,"0,0,0,-1,0,0,0,0,0,0,-1,0","0,1,2,3",0.4617732763290405,0.07141907513141632,0.9107033014297485,False,False,0.010309825651347637,False,False,0.00010000084876082838,False
28,5,0.15625,3.888188600540161,9.506153106689453,5.617964744567871,1,3.888188600540161,inf,inf,0.21134793758392334,"0,0,0,0,-1,0,0,-1,0,0,-1,0","0,1,2,3",0.12460476160049438,0.03787684440612793,0.11374559998512268,False,False,1.7553640319079022e-08,False,False,9.999909525504336e-05,False
29,5,0.15625,7.679913520812988,8.417268753051758,0.7373552322387695,1,7.679913520812988,inf,inf,0.09412050247192383,"0,0,0,0,0,0,0,0,0,0,-1,-1","0,1,2,3",0.8481851816177368,0.2797088027000427,0.5560747385025024,False,False,0.010309825651347637,False,False,9.99981930362992e-05,False
30,5,0.15625,4.910247325897217,9.584358215332031,4.6741108894348145,1,4.910247325897217,inf,inf,0.1176995038986206,"0,0,0,-1,0,1,-1,0,0,-1,0,0","0,1,2,3",0.8150249123573303,0.17481234669685364,0.8209531903266907,False,False,1.6573421746102213e-08,False,False,0.0001000050688162446,False
31,5,0.15625,6.048770904541016,9.779863357543945,3.7310924530029297,1,6.048770904541016,inf,inf,0.0584864616394043,"0,0,0,0,0,-1,0,-1,-1,0,-1,-1","0,1,2,3",0.31742146611213684,0.5521235466003418,0.854218602180481,False,False,0.008928573690354824,False,False,0.00010000187467085198,False
32,5,0.15625,10.308794021606445,11.207971572875977,0.8991775512695312,1,10.308794021606445,inf,inf,0.05888783931732178,"0,0,0,0,-1,0,-1,-1,1,0,-1,0","0,1,2,3",0.47479307651519775,0.8251957893371582,0.8659386038780212,False,False,0.008928569965064526,False,False,0.00010000730253523216,False
33,5,0.15625,12.181173324584961,12.483909606933594,0.3027362823486328,1,12.181173324584961,inf,inf,0.08280384540557861,"0,0,0,-1,-1,0,-1,-1,0,-1,-1,0","0,1,2,3",0.06055617332458496,0.01752924919128418,0.9765434265136719,True,False,0.241071417927742,False,False,0.00010000588372349739,True
34,5,0.15625,10.721009254455566,11.268092155456543,0.5470829010009766,1,10.721009254455566,inf,inf,0.0628288984298706,"0,0,0,-1,0,-1,-1,0,-1,-1,0,-1","0,1,2,3",0.995201826095581,0.877853512763977,0.9687691330909729,False,False,0.008928587660193443,False,False,9.997728921007365e-05,False
35,5,0.15625,9.849617004394531,10.600142478942871,0.7505254745483398,1,9.849617004394531,inf,inf,0.08936375379562378,"0,0,0,-1,0,0,-1,0,0,0,0,0","0,1,2,3",0.6054392457008362,0.14415335655212402,0.009923070669174194,True,False,0.24123674631118774,False,False,9.99963449430652e-05,True
36,5,0.15625,9.398258209228516,10.57965087890625,1.1813926696777344,1,9.398258209228516,inf,inf,0.07861393690109253,"0,0,0,-1,-1,0,-1,-1,0,-1,-1,0","0,1,2,3",0.029924869537353516,0.7243548631668091,0.21527042984962463,True,False,0.008928568102419376,False,False,9.99961921479553e-05,False
37,5,0.15625,7.166568279266357,8.509666442871094,1.3430981636047363,1,7.166568279266357,inf,inf,0.036093294620513916,"0,0,0,-1,0,-1,-1,0,-1,0,-1,0","0,1,2,3",0.7339664101600647,0.5647045373916626,0.6265479326248169,False,False,0.012626910582184792,False,False,0.000100000761449337,False
38,5,0.15625,7.521998405456543,7.658024787902832,0.13602638244628906,1,7.521998405456543,inf,inf,0.06462490558624268,"0,0,0,0,1,0,0,0,0,0,0,0","0,1,2,3",0.07122470438480377,0.7635743021965027,0.9305357336997986,True,False,0.241071417927742,False,False,0.00010000305337598547,True
39,5,0.15625,8.56827449798584,9.889082908630371,1.3208084106445312,1,8.56827449798584,inf,inf,0.07192689180374146,"0,0,0,-1,0,0,0,0,-1,0,0,-1","0,1,2,3",0.5372201204299927,0.8085161447525024,0.6143797636032104,False,False,0.013638605363667011,False,False,9.999808389693499e-05,False
40,5,0.15625,7.399410247802734,7.793929100036621,0.3945188522338867,1,7.399410247802734,inf,inf,0.14803892374038696,"0,0,0,-1,-1,0,-1,-1,0,-1,-1,0","0,1,2,3",0.8990837335586548,0.6508573889732361,0.10534002631902695,False,False,0.008928581140935421,False,False,9.999538451666012e-05,False
41,5,0.15625,11.993919372558594,12.22010326385498,0.22618389129638672,1,11.993919372558594,inf,inf,0.05465379357337952,"0,0,0,0,0,0,0,0,-1,0,-1,-1","0,1,2,3",0.2258986234664917,0.3376079201698303,0.5827690362930298,False,False,0.013638627715408802,False,False,9.998701716540381e-05,False
42,5,0.15625,10.546871185302734,11.898100852966309,1.3512296676635742,1,10.546871185302734,inf,inf,0.06928682327270508,"0,0,0,0,0,-1,-1,0,-1,0,-1,-1","0,1,2,3",0.5729156732559204,0.42686963081359863,0.921271026134491,False,False,0.014580292627215385,False,False,9.999222675105557e-05,False
43,5,0.15625,9.995769500732422,10.80955982208252,0.8137903213500977,1,9.995769500732422,inf,inf,0.1828075647354126,"0,0,0,0,1,0,0,0,0,0,0,0","0,1,2,3",0.020101431757211685,0.8445162773132324,0.005131624639034271,False,False,1.553755701877435e-08,False,False,0.0001000046031549573,False
44,5,0.15625,10.065813064575195,11.739616394042969,1.6738033294677734,1,10.065813064575195,inf,inf,0.10928738117218018,"0,0,0,0,0,0,0,-1,0,0,-1,0","0,1,2,3",0.07787003368139267,0.6724666357040405,0.9724055528640747,False,False,0.008928562514483929,False,False,0.00010000087058870122,False
