model_seed,fixed_batch_velocity_mse,fixed_batch_translation_aligned_endpoint_rms,fixed_batch_absolute_origin_rms_diagnostic,unseen_velocity_mse,unseen_translation_aligned_endpoint_rms,unseen_absolute_origin_rms_diagnostic,free_running_translation_aligned_endpoint_rms,free_running_absolute_origin_rms_diagnostic,sampling_failures,passed,attribution
5201,8.952256030170247e-05,0.004825856536626816,0.14490795135498047,0.20093940198421478,0.16655436158180237,0.2207144945859909,0.2107144147157669,0.21255777776241302,0,True,source_coupling_generalization_failure
