nfe,graphs,sampling_failures,terminal_finite_fraction,nearest_neighbour_w1_angstrom,minimum_distance_valid_fraction,minimum_distance_q01_angstrom,minimum_distance_q05_angstrom,endpoint_periodic_rms_mean_angstrom,latency_seconds,graphs_per_second,peak_cuda_memory_mib
50,512,0,1.0,0.4017394796246663,1.0,0.991756734251976,1.2676012337207794,2.56643487879046,143.54194681300035,3.566901601710957,150.69287109375
100,512,0,1.0,0.357888191123493,1.0,1.0433395612239837,1.3462728440761567,2.5500844416301334,289.552937894,1.7682431534762522,150.9560546875
